,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,previous_season_position,is_in_europe,prev_minutes_per_match_1,prev_full_matches_played_1,prev_xg_performance_1,prev_npxg_performance_1,prev_xg_per_shot_1,prev_penalty_taker_1,prev_goals_per_90_1,prev_assists_per_90_1,prev_ga_per_90_1,prev_xg_per_90_1,prev_xa_per_90_1,prev_goals_1,prev_goals_2,main_pos,position_1,position_2,position_3,position_4
730,ENG-Premier League,2223,Everton,alex iwobi,1,2022,72,500,F M,38,3388,2,2.7482709400355816,2,2.7482709400355816,7,6.127815451472998,42,64,2,0,13.531792795285583,7.712628765031695,16.0,0.0,72.89285714285714,22.677777777777777,-0.4030405841767788,-0.4030405841767788,0.10012669100736578,0.0,0.08819206271435572,0.08819206271435572,0.17638412542871143,0.10596455295243024,0.13518421919373017,2,0,3,0,0,1,0
1325,ENG-Premier League,2324,Everton,alex iwobi,1,2023,72,500,M S,32,2398,5,5.662265548482537,5,5.662265548482537,2,4.8107705460861325,55,52,2,0,16.545354936271906,8.541501207277179,17.0,0.0,89.15789473684211,37.644444444444446,-0.7482709400355816,-0.7482709400355816,0.06543502238179956,0.0,0.053128689492325853,0.1859504132231405,0.23907910271546634,0.07300601670696645,0.16278140219379272,2,2,2,0,1,0,0
1886,ENG-Premier League,2425,Fulham,alex iwobi,1,2024,228,500,D F M S,38,3023,9,5.021547559648752,9,5.021547559648752,6,8.458939167670906,68,58,1,0,21.47882725391537,10.64560728892684,14.0,0.0,74.9375,26.644444444444446,-0.6622655484825373,-0.6622655484825373,0.1029502826996825,0.0,0.18765638031693077,0.0750625521267723,0.2627189324437031,0.21251205144429872,0.1805543574427656,5,2,3,0,0,1,0
2426,ENG-Premier League,2526,Fulham,alex iwobi,1,2025,228,500,M,11,931,1,0.8371508913114667,1,0.8371508913114667,2,1.8233534842729568,14,19,2,0,3.4379802588373423,1.5823502391576767,9.0,0.0,79.55263157894737,33.58888888888889,3.978452440351248,3.978452440351248,0.07384628764189341,0.0,0.26794574925570624,0.17863049950380416,0.4465762487595104,0.14950025814369425,0.2518374214655579,9,5,2,0,1,0,0
487,ENG-Premier League,2122,West Ham,alex kral,1,2021,81,8017,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1266,ENG-Premier League,2324,Chelsea,alex matos,1,2023,80,12086,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
408,ENG-Premier League,2122,Southampton,alex mccarthy,1,2021,74,635,GK,17,1530,0,0.0,0,0.0,0,0.023409100249409676,0,1,1,0,2.0089015141129494,1.9854924138635397,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
977,ENG-Premier League,2223,Southampton,alex mccarthy,1,2022,74,635,GK,6,540,0,0.0,0,0.0,0,0.0,0,0,0,0,0.10223675705492496,0.10223675705492496,15.0,0.0,90.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013770058970240986,0,0,0,0,0,0,0
2104,ENG-Premier League,2425,Southampton,alex mccarthy,1,2024,74,635,GK,5,450,0,0.0,0,0.0,0,0.0,0,0,0,0,0.4999673590064049,0.4999673590064049,21.0,0.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
944,ENG-Premier League,2223,Nottingham Forest,alex mighten,1,2022,249,10761,S,1,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1484,ENG-Premier League,2324,Newcastle United,alex murphy,1,2023,86,12199,S,2,5,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
273,ENG-Premier League,2122,Liverpool,alex oxlade-chamberlain,1,2021,87,966,F M S,17,783,2,1.1809539999812841,2,1.1809539999812841,1,1.2662958838045597,21,10,0,0,5.64299226924777,3.5401283148676157,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
840,ENG-Premier League,2223,Liverpool,alex oxlade-chamberlain,1,2022,87,966,F S,9,338,1,1.493293778039515,1,1.493293778039515,0,0.7890531122684479,7,5,0,0,2.451194860972464,0.5513057112693787,2.0,1.0,46.05882352941177,8.7,0.8190460000187159,0.8190460000187159,0.05623590476101353,0.0,0.2298850574712644,0.1149425287356322,0.3448275862068966,0.13574183907830853,0.14555125101201838,2,0,3,0,0,1,0
1909,ENG-Premier League,2425,Ipswich,alex palmer,1,2024,285,1038,GK,13,1170,0,0.0,0,0.0,0,0.021070318296551704,0,1,2,0,2.139107011258602,2.139107011258602,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1148,ENG-Premier League,2324,Bournemouth,alex scott,1,2023,73,12149,M S,23,997,1,0.6420764941722155,1,0.6420764941722155,1,2.070768877863884,15,22,3,0,4.81823368743062,2.62489465624094,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1715,ENG-Premier League,2425,Bournemouth,alex scott,1,2024,73,12149,M S,20,764,0,0.7000175742432475,0,0.7000175742432475,0,1.2158988821320236,15,12,3,0,3.5423473911359906,1.8692646883428097,13.0,0.0,43.34782608695652,11.077777777777778,0.35792350582778454,0.35792350582778454,0.04280509961148103,0.0,0.09027081243731194,0.09027081243731194,0.18054162487462388,0.05796076677582687,0.18692998897467358,1,0,2,0,1,0,0
2272,ENG-Premier League,2526,Bournemouth,alex scott,1,2025,73,12149,M S,11,769,1,0.6154249981045723,1,0.6154249981045723,0,0.3953256420791149,11,6,1,0,2.9428208842873573,2.383724093437195,3.0,0.0,38.2,8.488888888888889,-0.7000175742432475,-0.7000175742432475,0.046667838282883164,0.0,0.0,0.0,0.0,0.0824628032485501,0.1432341615076991,0,1,2,0,1,0,0
328,ENG-Premier League,2122,Manchester United,alex telles,1,2021,89,1828,D S,21,1659,0,0.4515142934396863,0,0.4515142934396863,4,2.16702869720757,10,26,1,0,7.514895491302013,6.459274772554636,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
918,ENG-Premier League,2223,Newcastle United,alexander isak,1,2022,86,5232,F S,22,1530,10,8.784851711243391,8,7.262516763061285,1,1.7707323329523206,51,15,3,0,11.15905637666583,2.8647358743473887,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1485,ENG-Premier League,2324,Newcastle United,alexander isak,1,2023,86,5232,F S,30,2305,21,22.07426631450653,16,17.507253035902977,2,3.6520401313900948,78,27,1,0,24.041151970624924,5.754798140376806,4.0,1.0,69.54545454545455,17.0,1.215148288756609,0.737483236938715,0.1722519943381057,1.0,0.5882352941176471,0.058823529411764705,0.6470588235294118,0.5167559830143171,0.10416072546778356,10,0,3,0,0,1,0
2053,ENG-Premier League,2425,Newcastle United,alexander isak,1,2024,86,5232,F,34,2822,23,22.356988068670034,19,19.312312599271536,6,5.44870379474014,99,42,1,0,26.209551103413105,3.579237926751375,7.0,0.0,76.83333333333333,25.61111111111111,-1.0742663145065308,-1.507253035902977,0.28300341428854525,1.0,0.8199566160520607,0.07809110629067245,0.8980477223427332,0.86190193852737,0.14259592703909263,21,10,3,0,0,1,0
2469,ENG-Premier League,2526,Liverpool,alexander isak,1,2025,87,5232,F S,4,264,0,1.4005520939826965,0,1.4005520939826965,1,0.8188285231590271,6,1,0,0,2.3711809515953064,0.9481621384620667,12.0,1.0,83.0,31.355555555555554,0.6430119313299656,-0.3123125992715359,0.22582816230979832,1.0,0.7335223245924877,0.1913536498936924,0.9248759744861801,0.713015211261624,0.17377155971885636,23,21,3,0,0,1,0
3,ENG-Premier League,2122,Arsenal,alexandre lacazette,1,2021,83,3277,F M S,30,1800,4,7.625774389132857,2,5.342271422967315,7,3.2550142742693424,46,29,0,0,9.149895284324884,3.0975794158875942,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
89,ENG-Premier League,2122,Brighton,alexis mac allister,1,2021,220,8379,F M S,33,2102,5,6.832574421539903,3,4.549069428816438,2,2.1256866911426187,60,31,4,0,10.862735169008374,6.358379386365414,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
647,ENG-Premier League,2223,Brighton,alexis mac allister,1,2022,220,8379,M S,35,2882,10,11.532242968678474,4,6.965230006724596,2,3.9281202014535666,86,47,8,0,19.910672947764397,12.656914940103889,9.0,0.0,63.696969696969695,23.355555555555554,-1.8325744215399027,-1.5490694288164377,0.11387624035899838,1.0,0.21408182683158897,0.0856327307326356,0.29971455756422455,0.2925460028252099,0.09101417802228148,5,0,2,0,1,0,0
1372,ENG-Premier League,2324,Liverpool,alexis mac allister,1,2023,87,8379,M S,33,2661,5,3.998983211815357,4,3.237814389169216,5,3.578091200441122,44,47,7,1,22.71393956243992,18.186699956655502,5.0,1.0,82.34285714285714,32.022222222222226,-1.5322429686784744,-2.965230006724596,0.1340958484730055,1.0,0.3122831367106176,0.06245662734212352,0.3747397640527411,0.3601325007567879,0.12266856978862628,10,5,2,0,1,0,0
1969,ENG-Premier League,2425,Liverpool,alexis mac allister,1,2024,87,8379,M S,35,2621,5,3.568436846137047,5,3.568436846137047,5,4.891626043245196,38,45,6,0,23.363473244011402,19.07193909212947,3.0,1.0,80.63636363636364,29.566666666666666,1.0010167881846428,0.7621856108307838,0.09088598208671267,1.0,0.16910935738444194,0.16910935738444194,0.3382187147688839,0.13525309622825335,0.12101774071390492,5,10,2,0,1,0,0
2470,ENG-Premier League,2526,Liverpool,alexis mac allister,1,2025,87,8379,M S,10,671,0,0.5875066742300987,0,0.5875066742300987,2,1.213772028684616,9,8,1,0,3.6396553441882133,2.64493340998888,12.0,1.0,74.88571428571429,29.122222222222224,1.4315631538629532,1.4315631538629532,0.09390623279308018,0.0,0.1716901945822205,0.1716901945822205,0.343380389164441,0.12253312329352697,0.16796884543764504,5,5,2,0,1,0,0
2135,ENG-Premier League,2425,Tottenham,alfie dorrington,1,2024,82,12193,S,1,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1403,ENG-Premier League,2324,Luton,alfie doughty,1,2023,256,11723,D S,37,2980,2,1.831780318170786,2,1.831780318170786,8,6.612265331670642,26,70,5,0,11.054738521575928,7.9952765721827745,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1267,ENG-Premier League,2324,Chelsea,alfie gilchrist,1,2023,80,11595,D S,11,192,1,0.6408083289861679,1,0.6408083289861679,0,0.0,5,0,1,0,0.9851318392902613,0.509981470182538,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2191,ENG-Premier League,2425,Wolverhampton Wanderers,alfie pond,1,2024,229,13117,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
1910,ENG-Premier League,2425,Ipswich,ali al-hamadi,1,2024,285,12751,S,11,98,0,0.5323996320366859,0,0.5323996320366859,0,0.07849547080695629,4,2,3,0,0.6907828329131007,0.24549709539860487,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
274,ENG-Premier League,2122,Liverpool,alisson,1,2021,87,1257,GK,36,3240,0,0.0,0,0.0,1,0.1280680000782013,0,1,0,0,9.494233330711722,9.366165360435843,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
841,ENG-Premier League,2223,Liverpool,alisson,1,2022,87,1257,GK,37,3330,0,0.0,0,0.0,1,0.16862599551677704,0,1,1,0,9.289638353511691,9.121012343093753,2.0,1.0,90.0,36.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0035574444466167027,0,0,0,0,0,0,0
1373,ENG-Premier League,2324,Liverpool,alisson,1,2023,87,1257,GK,28,2520,0,0.0,0,0.0,0,0.0,0,0,1,0,8.493492092937231,8.493492092937231,5.0,1.0,90.0,37.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0045574593382912715,0,0,0,0,0,0,0
1970,ENG-Premier League,2425,Liverpool,alisson,1,2024,87,1257,GK,28,2511,0,0.0,0,0.0,0,0.4981032609939575,0,1,0,0,9.509701142087579,9.011597881093621,3.0,1.0,90.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2471,ENG-Premier League,2526,Liverpool,alisson,1,2025,87,1257,GK,6,540,0,0.0,0,0.0,0,0.0,0,0,0,0,1.5709716528654099,1.5709716528654099,12.0,1.0,89.67857142857143,27.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017853163476485932,0,0,0,0,0,0,0
187,ENG-Premier League,2122,Everton,allan,1,2021,72,1379,M S,28,2196,0,0.24097890220582485,0,0.24097890220582485,2,0.6515110060572624,7,14,7,1,5.809602355584502,5.090589025989175,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
353,ENG-Premier League,2122,Newcastle United,allan saint-maximin,1,2021,86,101,F M S,35,2825,5,5.6636759508401155,5,5.6636759508401155,5,5.261044799350202,64,50,5,0,14.37779556401074,3.8985789944417775,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
919,ENG-Premier League,2223,Newcastle United,allan saint-maximin,1,2022,86,101,F S,25,1101,1,1.6111805494874716,1,1.6111805494874716,5,4.724137527868152,28,31,1,0,8.289438785985112,3.2378203477710485,11.0,0.0,80.71428571428571,31.38888888888889,-0.6636759508401155,-0.6636759508401155,0.0884949367318768,0.0,0.1592920353982301,0.1592920353982301,0.3185840707964602,0.18043569400906562,0.16760850688195333,5,0,3,0,0,1,0
488,ENG-Premier League,2122,West Ham,alphonse areola,1,2021,81,2310,GK,1,90,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1039,ENG-Premier League,2223,West Ham,alphonse areola,1,2022,81,2310,GK S,5,305,0,0.0,0,0.0,0,0.0,0,0,0,0,0.16457169316709042,0.16457169316709042,7.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1611,ENG-Premier League,2324,West Ham,alphonse areola,1,2023,81,2310,GK,31,2715,0,0.0,0,0.0,0,0.0,0,0,1,0,1.7693296167999506,1.7693296167999506,14.0,1.0,61.0,3.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2168,ENG-Premier League,2425,West Ham,alphonse areola,1,2024,81,2310,GK S,26,2263,0,0.0,0,0.0,0,0.0,0,0,0,0,3.0244391784071922,3.0244391784071922,9.0,0.0,87.58064516129032,30.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2624,ENG-Premier League,2526,West Ham,alphonse areola,1,2025,81,2310,GK,7,630,0,0.0,0,0.0,0,0.0,0,0,0,0,0.16406377404928207,0.16406377404928207,19.0,0.0,87.03846153846153,25.144444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2024,ENG-Premier League,2425,Manchester United,altay bayindir,1,2024,89,12054,GK,4,360,0,0.0,0,0.0,0,0.0,0,0,0,0,0.1752907931804657,0.1752907931804657,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2513,ENG-Premier League,2526,Manchester United,altay bayindir,1,2025,89,12054,GK,6,540,0,0.0,0,0.0,0,0.2939172387123108,0,1,0,0,1.0489089861512184,0.7549917474389076,14.0,0.0,90.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
1456,ENG-Premier League,2324,Manchester United,amad diallo traore,1,2023,89,8127,M S,9,375,1,0.5594709701836109,1,0.5594709701836109,1,1.0110422410070896,10,10,1,0,2.2942124884575605,1.4572133403271437,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
2025,ENG-Premier League,2425,Manchester United,amad diallo traore,1,2024,89,8127,D F M S,26,1887,8,4.74583822209388,8,4.74583822209388,6,4.755917379632592,47,49,5,0,12.264865227043629,5.410414909943938,8.0,0.0,41.666666666666664,4.166666666666667,0.4405290298163891,0.4405290298163891,0.05594709701836109,0.0,0.24,0.24,0.48,0.1342730328440666,0.2426501378417015,1,0,3,0,0,1,0
2514,ENG-Premier League,2526,Manchester United,amad diallo traore,1,2025,89,8127,D M S,10,762,1,1.7120859641581774,1,1.7120859641581774,2,1.7611620426177979,16,13,1,0,4.934547811746597,2.5824067536741495,14.0,0.0,72.57692307692308,20.966666666666665,3.25416177790612,3.25416177790612,0.10097528132114639,0.0,0.3815580286168522,0.28616852146263916,0.6677265500794913,0.22635158451958096,0.22683230745465466,8,1,2,0,1,0,0
1486,ENG-Premier League,2324,Newcastle United,amadou diallo,1,2023,86,12200,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
731,ENG-Premier League,2223,Everton,amadou onana,1,2022,72,9667,M S,33,2529,1,3.0847347732633352,1,3.0847347732633352,2,2.063957966864109,34,22,9,0,8.601867258548737,5.032614782452583,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1326,ENG-Premier League,2324,Everton,amadou onana,1,2023,72,9667,M S,30,2093,2,2.553437914699316,2,2.553437914699316,0,2.4138805400580168,29,18,5,0,10.676468232646585,8.992594484239817,17.0,0.0,76.63636363636364,28.1,-2.0847347732633352,-2.0847347732633352,0.09072749333127457,0.0,0.03558718861209964,0.07117437722419928,0.10676156583629892,0.10977703819442473,0.07345046145423875,1,0,2,0,1,0,0
1686,ENG-Premier League,2425,Aston Villa,amadou onana,1,2024,71,9667,M S,26,1650,3,2.5780120696872473,3,2.5780120696872473,0,0.6834856616333127,17,10,4,0,9.019286430440843,8.535910098813474,4.0,1.0,69.76666666666667,23.255555555555556,-0.553437914699316,-0.553437914699316,0.08804958326549366,0.0,0.08600095556617296,0.0,0.08600095556617296,0.1097990503215186,0.10379801653378953,2,1,2,0,1,0,0
2246,ENG-Premier League,2526,Aston Villa,amadou onana,1,2025,71,9667,M S,7,508,1,0.13356874510645866,1,0.13356874510645866,0,0.020390674471855164,3,1,2,0,0.6741571202874184,0.54058837890625,2.0,1.0,63.46153846153846,18.333333333333332,0.4219879303127527,0.4219879303127527,0.1516477688051322,0.0,0.16363636363636364,0.0,0.16363636363636364,0.14061884016475895,0.03728103608908979,3,2,2,0,1,0,0
1404,ENG-Premier League,2324,Luton,amari'i bell,1,2023,256,11713,D,21,1724,0,0.4993779337964952,0,0.4993779337964952,0,0.3448488349094987,2,8,0,0,5.261379264295101,4.456334888935089,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1236,ENG-Premier League,2324,Burnley,ameen al dakhil,1,2023,92,11699,D S,13,1055,1,1.2219129763543606,1,1.2219129763543606,0,0.09834579937160015,8,2,1,0,2.8363101556897163,1.7573904246091843,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
2273,ENG-Premier League,2526,Bournemouth,amine adli,1,2025,73,8211,M S,8,185,0,0.12788135558366776,0,0.12788135558366776,0,0.19064166769385338,2,4,0,0,0.31554345414042473,0.1276351697742939,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1237,ENG-Premier League,2324,Burnley,anass zaroury,1,2023,92,11703,F S,6,141,0,0.17524435929954052,0,0.17524435929954052,0,0.04796999227255583,3,2,0,1,0.2102061901241541,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3,0,0,1,0
1549,ENG-Premier League,2324,Sheffield United,andre brooks,1,2023,238,11731,D M S,20,948,0,0.49446123093366623,0,0.49446123093366623,0,0.09243074618279934,9,3,1,0,1.294992309063673,0.9438477288931608,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
135,ENG-Premier League,2122,Chelsea,andreas christensen,1,2021,80,200,D S,19,1499,0,0.7990248026326299,0,0.7990248026326299,0,0.19266070052981377,5,6,2,0,8.302750419825315,8.291616421192884,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
758,ENG-Premier League,2223,Fulham,andreas pereira,1,2022,228,922,M,33,2765,4,6.4268809938803315,3,5.665711977519095,6,4.836930306628346,62,60,8,0,10.155083853751421,4.31409253180027,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,1,0,0
1351,ENG-Premier League,2324,Fulham,andreas pereira,1,2023,228,922,M S,37,2756,3,5.155889482237399,3,5.155889482237399,7,6.918029231950641,52,83,7,0,15.476547078229487,7.726291726343334,10.0,0.0,83.78787878787878,30.72222222222222,-2.4268809938803315,-2.665711977519095,0.1036593708690376,1.0,0.1301989150090416,0.19529837251356238,0.325497287522604,0.2091932330738625,0.1574407694743404,4,0,2,0,1,0,0
1887,ENG-Premier League,2425,Fulham,andreas pereira,1,2024,228,922,M S,33,2063,2,4.448508242145181,2,3.6873394194990396,4,5.718298438005149,39,57,7,0,12.638287663459778,7.434910722076893,14.0,0.0,74.48648648648648,30.622222222222224,-2.1558894822373986,-2.1558894822373986,0.09915172081225766,0.0,0.09796806966618286,0.2285921625544267,0.32656023222060954,0.16837084666232432,0.22591532324947664,3,4,2,0,1,0,0
648,ENG-Premier League,2223,Brighton,andrew moran,1,2022,220,11193,S,1,9,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07546380162239075,0.07546380162239075,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,0,0,0,1
380,ENG-Premier League,2122,Norwich,andrew omobamidele,1,2021,79,9833,D S,5,380,1,0.17112190276384354,1,0.17112190276384354,0,0.0,2,0,1,0,0.4068540930747986,0.4068540930747986,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
1516,ENG-Premier League,2324,Nottingham Forest,andrew omobamidele,1,2023,249,9833,D S,11,771,0,0.08128143101930618,0,0.08128143101930618,0,0.07729564048349857,1,2,2,0,1.927911488339305,1.8260405641049147,16.0,0.0,76.0,4.222222222222222,0.8288780972361565,0.8288780972361565,0.08556095138192177,0.0,0.23684210526315788,0.0,0.23684210526315788,0.0405288717072261,0.0,1,0,1,1,0,0,0
275,ENG-Premier League,2122,Liverpool,andrew robertson,1,2021,87,1688,D,29,2550,3,2.2711895797401667,3,2.2711895797401667,10,6.197530032135546,19,55,5,1,18.619658298790455,14.27739267796278,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0
842,ENG-Premier League,2223,Liverpool,andrew robertson,1,2022,87,1688,D S,34,2609,0,1.0899251960217953,0,1.0899251960217953,8,6.820856744423509,13,52,3,0,13.145072411745787,10.343505259603262,2.0,1.0,87.93103448275862,28.333333333333332,0.7288104202598333,0.7288104202598333,0.11953629367053509,0.0,0.10588235294117647,0.35294117647058826,0.45882352941176474,0.08015963222612353,0.21873635407537223,3,0,1,1,0,0,0
1374,ENG-Premier League,2324,Liverpool,andrew robertson,1,2023,87,1688,D S,23,1684,3,2.4325872622430325,3,2.4325872622430325,2,6.65541476290673,12,62,2,0,15.87774301506579,10.361629979684949,5.0,1.0,76.73529411764706,28.988888888888887,-1.0899251960217953,-1.0899251960217953,0.08384039969398425,0.0,0.0,0.2759678037562285,0.2759678037562285,0.037598032825588955,0.23529210693680178,0,3,1,1,0,0,0
1971,ENG-Premier League,2425,Liverpool,andrew robertson,1,2024,87,1688,D S,33,2511,0,1.5656620487570763,0,1.5656620487570763,1,4.881590306758881,15,40,3,1,19.93133733794093,15.677865535020828,3.0,1.0,73.21739130434783,18.711111111111112,0.5674127377569675,0.5674127377569675,0.20271560518691936,0.0,0.16033254156769594,0.10688836104513064,0.2672209026128266,0.13000763278020958,0.35569318804133354,3,0,1,1,0,0,0
2472,ENG-Premier League,2526,Liverpool,andrew robertson,1,2025,87,1688,D S,6,290,0,0.26145441457629204,0,0.26145441457629204,0,0.5904175192117691,3,6,0,0,1.1141123324632645,0.9081793874502182,12.0,1.0,76.0909090909091,27.9,-1.5656620487570763,-1.5656620487570763,0.10437746991713842,0.0,0.0,0.03584229390681004,0.03584229390681004,0.056116919310289476,0.17496739450748677,0,3,1,1,0,0,0
