,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,previous_season_position,is_in_europe,lagged_mpm_1,lagged_fmp_1,lagged_xg_perf_1,lagged_npxg_perf_1,lagged_xg_per_shot_1,lagged_penalty_taker_1,lagged_g90_1,lagged_a90_1,lagged_ga90_1,lagged_xg90_1,lagged_xa90_1,lagged_goals_1,lagged_mpm_2,lagged_fmp_2,lagged_xg_perf_2,lagged_npxg_perf_2,lagged_xg_per_shot_2,lagged_penalty_taker_2,lagged_g90_2,lagged_a90_2,lagged_ga90_2,lagged_xg90_2,lagged_xa90_2,lagged_goals_2,main_pos,position_1,position_2,position_3,position_4
1046,ENG-Premier League,2122,Arsenal,calum chambers,1,2021,83,508,D M S,13,1001,1.0,0.26563410088419914,1,0.26563410088419914,0,0.17693210020661354,5,3,1,0,2.581540483981371,2.4068506844341755,8.0,0.0,75.0,8.333333333333334,-0.3639728929847479,-0.3639728929847479,0.045496611623093486,0.0,0.0,0.24,0.24,0.04367674715816974,0.12513165414333344,0.0,78.71428571428571,12.244444444444444,0.3670500023290515,0.3670500023290515,0.05274583313924571,0.0,0.08166969147005446,0.08166969147005446,0.1633393829401089,0.05169283102575805,0.18305807849375394,1.0,2,0,1,0,0
1605,ENG-Premier League,2223,Aston Villa,calum chambers,1,2022,71,508,D S,14,318,0.0,0.09931349195539951,0,0.09931349195539951,0,0.37789756804704666,2,2,2,0,0.9255801159888506,0.5184373408555984,14.0,0.0,77.0,11.122222222222222,0.7343658991158009,0.7343658991158009,0.053126820176839826,0.0,0.08991008991008992,0.0,0.08991008991008992,0.02388318589368424,0.01590798103755766,1.0,75.0,8.333333333333334,-0.3639728929847479,-0.3639728929847479,0.045496611623093486,0.0,0.0,0.24,0.24,0.04367674715816974,0.12513165414333344,0.0,1,1,0,0,0
2157,ENG-Premier League,2324,Aston Villa,calum chambers,1,2023,71,508,M S,5,137,0.0,0.0,0,0.0,1,0.05676691234111786,0,1,1,0,0.6117476709187031,0.6117476709187031,7.0,1.0,22.714285714285715,3.533333333333333,-0.09931349195539951,-0.09931349195539951,0.04965674597769976,0.0,0.0,0.0,0.0,0.02810759206284892,0.10695214190010754,0.0,77.0,11.122222222222222,0.7343658991158009,0.7343658991158009,0.053126820176839826,0.0,0.08991008991008992,0.0,0.08991008991008992,0.02388318589368424,0.01590798103755766,1.0,2,0,1,0,0
2394,ENG-Premier League,2324,Fulham,calvin bassey,1,2023,228,11728,D S,29,2278,1.0,0.3684718329459429,1,0.3684718329459429,0,0.10597540438175201,5,2,4,1,8.236559823155403,8.236559823155403,10.0,0.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,1,1,0,0,0
2929,ENG-Premier League,2425,Fulham,calvin bassey,1,2024,228,11728,D S,35,3072,1.0,1.1175763411447406,1,1.1175763411447406,0,0.11307021137326956,14,3,7,0,10.457166313193738,10.319827779196203,14.0,0.0,78.55172413793103,25.31111111111111,0.6315281670540571,0.6315281670540571,0.07369436658918857,0.0,0.03950834064969271,0.0,0.03950834064969271,0.014557710695844979,0.004186912376803196,1.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,1,1,0,0,0
3468,ENG-Premier League,2526,Fulham,calvin bassey,1,2025,228,11728,D S,11,902,0.0,0.0741005502641201,0,0.0741005502641201,0,0.023829974234104156,2,1,3,0,2.3898760229349136,2.3728257566690445,11.0,0.0,87.77142857142857,34.13333333333333,-0.11757634114474058,-0.11757634114474058,0.07982688151033861,0.0,0.029296875,0.0,0.029296875,0.03274149436947482,0.0033126038488262566,1.0,78.55172413793103,25.31111111111111,0.6315281670540571,0.6315281670540571,0.07369436658918857,0.0,0.03950834064969271,0.0,0.03950834064969271,0.014557710695844979,0.004186912376803196,1.0,1,1,0,0,0
1070,ENG-Premier League,2122,Aston Villa,cameron archer,1,2021,71,9912,S,3,20,0.0,0.02824229933321476,0,0.02824229933321476,0,0.0,1,0,0,0,0.059728801250457764,0.031486500054597855,11.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
1606,ENG-Premier League,2223,Aston Villa,cameron archer,1,2022,71,9912,S,6,31,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,14.0,0.0,6.666666666666667,0.2222222222222222,-0.02824229933321476,-0.02824229933321476,0.02824229933321476,0.0,0.0,0.0,0.0,0.12709034699946642,0.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
2158,ENG-Premier League,2324,Aston Villa,cameron archer,1,2023,71,9912,F M S,30,1870,4.0,5.785084556788206,4,5.785084556788206,1,2.983854740858078,41,24,2,0,9.17532782163471,1.594775709323585,7.0,1.0,5.166666666666667,0.34444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667,0.2222222222222222,-0.02824229933321476,-0.02824229933321476,0.02824229933321476,0.0,0.0,0.0,0.0,0.12709034699946642,0.0,0.0,3,0,0,1,0
3146,ENG-Premier League,2425,Southampton,cameron archer,1,2024,74,9912,F S,35,1409,2.0,6.92764007486403,2,6.166471207514405,0,0.47348521556705236,29,6,0,0,7.4672291576862335,1.9211225835606456,21.0,0.0,62.333333333333336,20.77777777777778,-1.785084556788206,-1.785084556788206,0.14109962333629772,0.0,0.1925133689839572,0.0481283422459893,0.24064171122994651,0.27842652947109015,0.1436079821803353,4.0,5.166666666666667,0.34444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,1,0
2954,ENG-Premier League,2425,Ipswich,cameron burgess,1,2024,285,12755,D S,18,1538,0.0,0.9312757514417171,0,0.9312757514417171,2,0.376679259352386,10,7,0,0,4.114149808883667,3.429916113615036,21.0,0.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,1,1,0,0,0
1689,ENG-Premier League,2223,Brighton,cameron peupion,1,2022,220,11544,S,1,1,0.0,0.05361342057585716,0,0.05361342057585716,0,0.0,1,0,0,0,0.0,0.0,9.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
779,ENG-Premier League,2021,Liverpool,caoimhin kelleher,1,2020,87,7904,GK,2,180,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.44792699813842773,0.44792699813842773,1.0,1.0,90.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1315,ENG-Premier League,2122,Liverpool,caoimhin kelleher,1,2021,87,7904,GK,2,180,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.33267999440431595,0.33267999440431595,3.0,1.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1884,ENG-Premier League,2223,Liverpool,caoimhin kelleher,1,2022,87,7904,GK,1,90,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,2.0,1.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2416,ENG-Premier League,2324,Liverpool,caoimhin kelleher,1,2023,87,7904,GK,10,900,0.0,0.0,0,0.0,0,0.044807832688093185,0,1,0,0,3.1609220281243324,3.1609220281243324,5.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3011,ENG-Premier League,2425,Liverpool,caoimhin kelleher,1,2024,87,7904,GK,10,900,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1.939537651836872,1.939537651836872,3.0,1.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004480783268809319,0.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3333,ENG-Premier League,2526,Brentford,caoimhin kelleher,1,2025,244,7904,GK,11,990,0.0,0.0,0,0.0,0,0.025028405711054802,0,1,1,0,1.3835948389023542,1.3585664331912994,10.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004480783268809319,0.0,0,0,0,0,0
2018,ENG-Premier League,2223,Southampton,carlos alcaraz,1,2022,74,11297,F M S,18,1050,4.0,1.9036163073033094,4,1.9036163073033094,2,0.8085567876696587,24,5,3,0,3.896246693097055,1.4693974861875176,15.0,0.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
2902,ENG-Premier League,2425,Everton,carlos alcaraz,1,2024,72,11297,M S,16,753,2.0,1.660201769322157,2,1.660201769322157,3,2.2886833511292934,27,14,4,0,3.914981357753277,0.6430606916546822,12.0,0.0,58.333333333333336,11.666666666666666,2.0963836926966906,2.0963836926966906,0.0793173461376379,0.0,0.34285714285714286,0.17142857142857143,0.5142857142857142,0.16316711205456938,0.06930486751454218,4.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
3446,ENG-Premier League,2526,Everton,carlos alcaraz,1,2025,72,11297,M S,8,235,0.0,0.15932350140064955,0,0.15932350140064955,0,0.03918924927711487,4,1,2,0,0.6782333804294467,0.559899146668613,13.0,0.0,47.0625,8.366666666666667,0.3397982306778431,0.3397982306778431,0.061488954419339145,0.0,0.2390438247011952,0.3585657370517928,0.597609561752988,0.1984304903572299,0.2735478108919474,2.0,58.333333333333336,11.666666666666666,2.0963836926966906,2.0963836926966906,0.0793173461376379,0.0,0.34285714285714286,0.17142857142857143,0.5142857142857142,0.16316711205456938,0.06930486751454218,4.0,2,0,1,0,0
2250,ENG-Premier League,2324,Brighton,carlos baleba,1,2023,220,10527,M S,27,1303,0.0,0.7727098371833563,0,0.7727098371833563,0,0.44668083963915706,21,8,7,0,5.224796708673239,4.549104126170278,6.0,1.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
2814,ENG-Premier League,2425,Brighton,carlos baleba,1,2024,220,10527,D M S,34,2717,3.0,2.8824724731966853,3,2.8824724731966853,1,1.6279380414634943,44,21,6,1,16.692094990052283,13.264105252921581,11.0,0.0,48.25925925925926,14.477777777777778,-0.7727098371833563,-0.7727098371833563,0.03679570653254077,0.0,0.0,0.0,0.0,0.05337212996661709,0.03085285922296557,0.0,59.213235294117645,10.602777777777778,-0.6848738426342607,-0.6848738426342607,0.04188578051980585,0.0,0.0,0.0,0.034385483264385105,0.024024464855626832,0.02884522063702823,0.0,2,0,1,0,0
3354,ENG-Premier League,2526,Brighton,carlos baleba,1,2025,220,10527,M S,11,672,0.0,0.130342498421669,0,0.130342498421669,0,0.055218273773789406,8,2,4,0,0.8220059089362621,0.7262986581772566,8.0,0.0,79.91176470588235,30.18888888888889,0.11752752680331469,0.11752752680331469,0.0655107380271974,0.0,0.09937430990062569,0.03312476996687523,0.13249907986750092,0.09548123761049013,0.05392507314380364,3.0,48.25925925925926,14.477777777777778,-0.7727098371833563,-0.7727098371833563,0.03679570653254077,0.0,0.0,0.0,0.0,0.05337212996661709,0.03085285922296557,0.0,2,0,1,0,0
3233,ENG-Premier League,2425,Wolverhampton Wanderers,carlos forbs,1,2024,229,13092,M S,10,210,0.0,0.14554984867572784,0,0.14554984867572784,0,0.03507748618721962,2,1,2,0,0.452562496997416,0.30675258580595255,15.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
3209,ENG-Premier League,2425,West Ham,carlos soler,1,2024,81,2478,M S,31,1422,1.0,2.29219813644886,1,2.29219813644886,1,1.0893699526786804,25,17,6,0,5.286610726267099,2.4397572688758373,9.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
472,ENG-Premier League,1920,West Ham,carlos sánchez,1,2019,81,667,M S,6,107,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.2528734989464283,0.2528734989464283,10.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
937,ENG-Premier League,2021,Tottenham,carlos vinicius,1,2020,82,7395,F S,9,300,1.0,1.2549914866685867,1,1.2549914866685867,0,0.10279390215873718,7,2,2,0,1.4212629944086075,0.08671839907765388,6.0,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,3,0,0,1,0
1801,ENG-Premier League,2223,Fulham,carlos vinicius,1,2022,228,7395,F S,28,1079,5.0,3.5915758907794952,5,3.5915758907794952,2,0.5233518667519093,21,8,3,0,5.013299356214702,1.3816988291218877,21.0,0.0,33.333333333333336,3.3333333333333335,-0.25499148666858673,-0.25499148666858673,0.1792844980955124,0.0,0.3,0.0,0.3,0.376497446000576,0.030838170647621153,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,3,0,0,1,0
2395,ENG-Premier League,2324,Fulham,carlos vinicius,1,2023,228,7395,F S,13,286,2.0,1.6243880316615105,2,1.6243880316615105,0,0.5761066563427448,9,5,2,0,3.164248041808605,1.0699065858498216,10.0,0.0,38.535714285714285,11.988888888888889,1.4084241092205048,1.4084241092205048,0.17102742337045215,0.0,0.4170528266913809,0.16682113067655235,0.5838739573679332,0.29957537550524055,0.04365307507661894,5.0,33.333333333333336,3.3333333333333335,-0.25499148666858673,-0.25499148666858673,0.1792844980955124,0.0,0.3,0.0,0.3,0.376497446000576,0.030838170647621153,1.0,3,0,0,1,0
2930,ENG-Premier League,2425,Fulham,carlos vinicius,1,2024,228,7395,S,3,8,0.0,0.05484353378415108,0,0.05484353378415108,0,0.0,1,0,0,0,0.05484353378415108,0.0,14.0,0.0,22.0,3.1777777777777776,0.37561196833848953,0.37561196833848953,0.18048755907350117,0.0,0.6293706293706294,0.0,0.6293706293706294,0.5111710589144614,0.18129230444352112,2.0,38.535714285714285,11.988888888888889,1.4084241092205048,1.4084241092205048,0.17102742337045215,0.0,0.4170528266913809,0.16682113067655235,0.5838739573679332,0.29957537550524055,0.04365307507661894,5.0,4,0,0,0,1
2445,ENG-Premier League,2324,Luton,carlton morris,1,2023,256,11717,F M S,38,2879,11.0,12.306741118431091,6,8.500896904617548,4,3.6919509368017316,72,22,4,0,12.545526312664151,5.202579701319337,21.0,0.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
547,ENG-Premier League,2021,Aston Villa,carney chukwuemeka,1,2020,71,9356,S,2,16,0.0,0.056043900549411774,0,0.056043900549411774,0,0.0,1,0,0,0,0.056043900549411774,0.0,17.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
1071,ENG-Premier League,2122,Aston Villa,carney chukwuemeka,1,2021,71,9356,M S,12,266,0.0,0.6268898099660873,0,0.6268898099660873,1,0.9877786859869957,4,2,0,0,2.198258690536022,0.676293196156621,11.0,0.0,8.0,0.17777777777777778,-0.056043900549411774,-0.056043900549411774,0.056043900549411774,0.0,0.0,0.0,0.0,0.3152469405904412,0.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
1715,ENG-Premier League,2223,Chelsea,carney chukwuemeka,1,2022,80,9356,M S,14,323,0.0,0.28078445978462696,0,0.28078445978462696,0,0.5179743207991123,5,8,0,0,2.4493823647499084,1.8873916678130627,3.0,1.0,22.166666666666668,2.9555555555555557,-0.6268898099660873,-0.6268898099660873,0.15672245249152184,0.0,0.0,0.3383458646616541,0.3383458646616541,0.21210557480055586,0.33421083360462256,0.0,8.0,0.17777777777777778,-0.056043900549411774,-0.056043900549411774,0.056043900549411774,0.0,0.0,0.0,0.0,0.3152469405904412,0.0,0.0,2,0,1,0,0
2311,ENG-Premier League,2324,Chelsea,carney chukwuemeka,1,2023,80,9356,M S,9,219,1.0,0.11761219799518585,1,0.11761219799518585,1,0.24838955141603947,3,5,2,0,0.47145750373601913,0.10545574314892292,12.0,0.0,23.071428571428573,3.588888888888889,-0.28078445978462696,-0.28078445978462696,0.056156891956925394,0.0,0.0,0.0,0.0,0.07823715597714063,0.1443272101297836,0.0,22.166666666666668,2.9555555555555557,-0.6268898099660873,-0.6268898099660873,0.15672245249152184,0.0,0.0,0.3383458646616541,0.3383458646616541,0.21210557480055586,0.33421083360462256,0.0,2,0,1,0,0
1937,ENG-Premier League,2223,Manchester United,casemiro,1,2022,89,2248,M S,28,2127,4.0,3.140908549539745,4,3.140908549539745,3,3.8724323799833655,34,28,7,2,18.88839770667255,13.882083844393492,6.0,1.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
2500,ENG-Premier League,2324,Manchester United,casemiro,1,2023,89,2248,D M S,25,2006,1.0,3.123898906633258,1,3.123898906633258,2,1.3856250941753387,38,16,7,0,8.275429267436266,6.855192001909018,3.0,1.0,75.96428571428571,23.633333333333333,0.8590914504602551,0.8590914504602551,0.0923796632217572,0.0,0.16925246826516221,0.12693935119887165,0.29619181946403383,0.13290163115118808,0.16385468462553027,4.0,59.213235294117645,10.602777777777778,-0.6848738426342607,-0.6848738426342607,0.04188578051980585,0.0,0.0,0.0,0.034385483264385105,0.024024464855626832,0.02884522063702823,0.0,2,0,1,0,0
3069,ENG-Premier League,2425,Manchester United,casemiro,1,2024,89,2248,M S,24,1519,1.0,1.939050110988319,1,1.939050110988319,0,2.170760851353407,32,22,5,0,7.131643548607826,5.040456134825945,8.0,0.0,80.24,22.288888888888888,-2.123898906633258,-2.123898906633258,0.08220786596403311,0.0,0.0448654037886341,0.0897308075772682,0.1345962113659023,0.1401549858409737,0.06216662934984073,1.0,75.96428571428571,23.633333333333333,0.8590914504602551,0.8590914504602551,0.0923796632217572,0.0,0.16925246826516221,0.12693935119887165,0.29619181946403383,0.13290163115118808,0.16385468462553027,4.0,2,0,1,0,0
3558,ENG-Premier League,2526,Manchester United,casemiro,1,2025,89,2248,M S,10,645,3.0,1.0745699815452099,3,1.0745699815452099,1,0.4137892536818981,10,6,3,1,1.4998140148818493,1.111115526407957,15.0,0.0,63.291666666666664,16.877777777777776,-0.9390501109883189,-0.9390501109883189,0.060595315968384966,0.0,0.059249506254114556,0.0,0.059249506254114556,0.11488776167804392,0.12861650863845073,1.0,80.24,22.288888888888888,-2.123898906633258,-2.123898906633258,0.08220786596403311,0.0,0.0448654037886341,0.0897308075772682,0.1345962113659023,0.1401549858409737,0.06216662934984073,1.0,2,0,1,0,0
2446,ENG-Premier League,2324,Luton,cauley woodrow,1,2023,256,11721,F S,24,344,1.0,0.9773385636508465,1,0.9773385636508465,1,1.1986291874200106,16,10,2,0,2.1638130135834217,0.34370357915759087,21.0,0.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,3,0,0,1,0
750,ENG-Premier League,2021,Leicester,cengiz ünder,1,2020,75,6162,M S,9,259,0.0,0.25260320119559765,0,0.25260320119559765,2,1.6640292070806026,9,6,0,0,2.688688376918435,1.0227029919624329,5.0,1.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
158,ENG-Premier League,1920,Crystal Palace,cenk tosun,1,2019,78,6477,F S,10,467,2.0,1.9128851145505905,2,1.9128851145505905,0,0.6228389116004109,15,5,0,0,2.3203848376870155,0.2623029053211212,12.0,0.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,3,0,0,1,0
676,ENG-Premier League,2021,Everton,cenk tosun,1,2020,72,6477,S,5,37,0.0,0.0,0,0.0,0,0.07407929748296738,0,1,2,0,0.10806600004434586,0.03398720175027847,12.0,0.0,46.7,5.188888888888889,0.08711488544940948,0.08711488544940948,0.1275256743033727,0.0,0.38543897216274087,0.0,0.38543897216274087,0.36865023620889326,0.1200331949551113,2.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
1232,ENG-Premier League,2122,Everton,cenk tosun,1,2021,72,6477,S,1,2,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.01560330018401146,0.01560330018401146,10.0,0.0,7.4,0.4111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1801928857693801,0.0,46.7,5.188888888888889,0.08711488544940948,0.08711488544940948,0.1275256743033727,0.0,0.38543897216274087,0.0,0.38543897216274087,0.36865023620889326,0.1200331949551113,2.0,4,0,0,0,1
2312,ENG-Premier League,2324,Chelsea,cesare casadei,1,2023,80,10433,S,11,48,0.0,0.0,0,0.0,0,0.11868480406701565,0,2,0,0,0.1853423323482275,0.0880566667765379,12.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
2874,ENG-Premier League,2425,Crystal Palace,chadi riad,1,2024,78,11167,D,1,90,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.3966957628726959,0.3966957628726959,10.0,0.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,1,1,0,0,0
3355,ENG-Premier League,2526,Brighton,charalampos kostoulas,1,2025,220,14118,S,4,25,1.0,0.36812666058540344,1,0.36812666058540344,0,0.0,2,0,0,0,0.10844003409147263,0.018019266426563263,8.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
963,ENG-Premier League,2021,West Bromwich Albion,charlie austin,1,2020,76,848,S,5,126,0.0,0.41296299546957016,0,0.41296299546957016,0,0.0,3,0,0,0,0.41296299546957016,0.0,21.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.03333333333333333,-0.046092672273516655,-0.046092672273516655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
