,league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup,previous_season_position,is_in_europe,lagged_mpm_1,lagged_fmp_1,lagged_xg_perf_1,lagged_npxg_perf_1,lagged_xg_per_shot_1,lagged_penalty_taker_1,lagged_g90_1,lagged_a90_1,lagged_ga90_1,lagged_xg90_1,lagged_xa90_1,lagged_goals_1,lagged_mpm_2,lagged_fmp_2,lagged_xg_perf_2,lagged_npxg_perf_2,lagged_xg_per_shot_2,lagged_penalty_taker_2,lagged_g90_2,lagged_a90_2,lagged_ga90_2,lagged_xg90_2,lagged_xa90_2,lagged_goals_2,main_pos,position_1,position_2,position_3,position_4
84,ENG-Premier League,1920,Brighton,aaron connolly,1,2019,220,7991,F S,24,1279,3.0,4.553528117015958,3,4.553528117015958,1,0.56201739795506,36,6,0,0,4.356781048700213,0.35419949889183044,17.0,0.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,3,0,0,1,0
568,ENG-Premier League,2021,Brighton,aaron connolly,1,2020,220,7991,F M S,17,799,2.0,4.464138314127922,2,4.464138314127922,1,0.1607838999480009,23,6,0,0,4.7834921311587095,0.19122500717639923,15.0,0.0,53.291666666666664,14.21111111111111,-1.5535281170159578,-1.5535281170159578,0.12648689213933217,0.0,0.21110242376856922,0.07036747458952307,0.2814698983580923,0.32042027406679924,0.03954774496947256,3.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
1125,ENG-Premier League,2122,Brighton,aaron connolly,1,2021,220,7991,F S,4,152,0.0,0.5994888693094254,0,0.5994888693094254,0,0.3804109990596771,2,1,0,0,1.0079350173473358,0.028034599497914314,16.0,0.0,47.0,8.877777777777778,-2.464138314127922,-2.464138314127922,0.19409297017947488,0.0,0.2252816020025031,0.11264080100125155,0.33792240300375465,0.5028441154837459,0.01811082727824791,2.0,53.291666666666664,14.21111111111111,-1.5535281170159578,-1.5535281170159578,0.12648689213933217,0.0,0.21110242376856922,0.07036747458952307,0.2814698983580923,0.32042027406679924,0.03954774496947256,3.0,3,0,0,1,0
466,ENG-Premier League,1920,West Ham,aaron cresswell,1,2019,81,534,D,31,2739,3.0,1.032538689672947,3,1.032538689672947,0,3.006656118668616,18,26,7,0,6.834942300803959,4.891464427113533,10.0,0.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,1,1,0,0,0
989,ENG-Premier League,2021,West Ham,aaron cresswell,1,2020,81,534,D,36,3176,0.0,0.8834640998393297,0,0.8834640998393297,8,7.390939770266414,19,58,3,0,10.620282838121057,8.392438812181354,16.0,0.0,88.35483870967742,30.433333333333334,1.967461310327053,1.967461310327053,0.05736326053738594,0.0,0.09857612267250822,0.0,0.09857612267250822,0.03392788684577044,0.0987948341293083,3.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,1,1,0,0,0
1525,ENG-Premier League,2122,West Ham,aaron cresswell,1,2021,81,534,D,31,2734,2.0,0.9124326836317778,2,0.9124326836317778,3,3.6705835554748774,18,31,3,0,10.5436932425946,9.624675979837775,6.0,1.0,88.22222222222223,35.28888888888889,-0.8834640998393297,-0.8834640998393297,0.04649811051785946,0.0,0.0,0.22670025188916876,0.22670025188916876,0.025035191746076723,0.20944098845213388,0.0,88.35483870967742,30.433333333333334,1.967461310327053,1.967461310327053,0.05736326053738594,0.0,0.09857612267250822,0.0,0.09857612267250822,0.03392788684577044,0.0987948341293083,3.0,1,1,0,0,0
2077,ENG-Premier League,2223,West Ham,aaron cresswell,1,2022,81,534,D S,28,2231,0.0,0.41903596371412277,0,0.41903596371412277,1,3.1738543678075075,9,40,3,0,6.406579466536641,5.813743421807885,7.0,1.0,88.19354838709677,30.377777777777776,1.0875673163682222,1.0875673163682222,0.05069070464620987,0.0,0.06583760058522312,0.09875640087783467,0.1645940014630578,0.030036189292926115,0.12083120702002158,2.0,88.22222222222223,35.28888888888889,-0.8834640998393297,-0.8834640998393297,0.04649811051785946,0.0,0.0,0.22670025188916876,0.22670025188916876,0.025035191746076723,0.20944098845213388,0.0,1,1,0,0,0
2649,ENG-Premier League,2324,West Ham,aaron cresswell,1,2023,81,534,D S,11,414,0.0,0.0,0,0.0,0,0.4446245804429054,0,5,1,0,0.32303913682699203,0.2730376645922661,14.0,1.0,79.67857142857143,24.788888888888888,-0.41903596371412277,-0.41903596371412277,0.04655955152379142,0.0,0.0,0.04034065441506051,0.04034065441506051,0.016904184999673263,0.12803536221545303,0.0,88.19354838709677,30.377777777777776,1.0875673163682222,1.0875673163682222,0.05069070464620987,0.0,0.06583760058522312,0.09875640087783467,0.1645940014630578,0.030036189292926115,0.12083120702002158,2.0,1,1,0,0,0
3205,ENG-Premier League,2425,West Ham,aaron cresswell,1,2024,81,534,D S,18,821,0.0,0.1508999690413475,0,0.1508999690413475,0,1.589625921100378,5,9,3,0,2.41888221912086,1.7282752357423306,9.0,0.0,37.63636363636363,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09665751748758815,0.0,79.67857142857143,24.788888888888888,-0.41903596371412277,-0.41903596371412277,0.04655955152379142,0.0,0.0,0.04034065441506051,0.04034065441506051,0.016904184999673263,0.12803536221545303,0.0,1,1,0,0,0
1659,ENG-Premier League,2223,Brentford,aaron hickey,1,2022,244,8942,D S,26,1958,0.0,0.3167129307985306,0,0.3167129307985306,1,0.6221226900815964,11,6,7,0,2.5498968306928873,2.0008020736277103,13.0,0.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,1,1,0,0,0
2216,ENG-Premier League,2324,Brentford,aaron hickey,1,2023,244,8942,D,9,749,0.0,0.19348732568323612,0,0.19348732568323612,0,0.04746435210108757,7,1,5,0,1.1258890461176634,0.9994768127799034,9.0,0.0,75.3076923076923,21.755555555555556,-0.3167129307985306,-0.3167129307985306,0.028792084618048233,0.0,0.0,0.045965270684371805,0.045965270684371805,0.014557795593395173,0.02859603784849013,0.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,1,1,0,0,0
3331,ENG-Premier League,2526,Brentford,aaron hickey,1,2025,244,8942,D S,6,254,0.0,0.1281345784664154,0,0.1281345784664154,0,0.6038424372673035,3,1,1,0,0.6008479967713356,0.5277394652366638,10.0,0.0,83.22222222222223,8.322222222222223,-0.19348732568323612,-0.19348732568323612,0.027641046526176587,0.0,0.0,0.0,0.0,0.02324947838650367,0.005703326687714127,0.0,75.3076923076923,21.755555555555556,-0.3167129307985306,-0.3167129307985306,0.028792084618048233,0.0,0.0,0.045965270684371805,0.045965270684371805,0.014557795593395173,0.02859603784849013,0.0,1,1,0,0,0
109,ENG-Premier League,1920,Burnley,aaron lennon,1,2019,92,593,M S,16,466,0.0,0.024231400340795517,0,0.024231400340795517,0,0.15801360458135605,1,2,4,0,0.2908954042941332,0.10865039937198162,15.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
1151,ENG-Premier League,2122,Burnley,aaron lennon,1,2021,92,593,F M S,28,1538,2.0,1.0376689522527158,2,1.0376689522527158,0,0.4255148032680154,12,9,2,0,3.1641288422979414,1.9789244886487722,17.0,0.0,29.125,5.177777777777778,-0.024231400340795517,-0.024231400340795517,0.024231400340795517,0.0,0.0,0.0,0.0,0.00467988418599055,0.030517648953480782,0.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
85,ENG-Premier League,1920,Brighton,aaron mooy,1,2019,220,6033,F M S,31,2095,2.0,2.5181911941617727,2,2.5181911941617727,2,3.7491019684821367,33,39,1,1,8.611671870574355,4.264197228476405,17.0,0.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
57,ENG-Premier League,1920,Bournemouth,aaron ramsdale,1,2019,73,5603,GK,37,3330,0.0,0.0,0,0.0,1,0.5314233005046844,0,2,0,0,2.1673740642145276,1.6359507637098432,14.0,0.0,90.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
882,ENG-Premier League,2021,Sheffield United,aaron ramsdale,1,2020,238,5603,GK,38,3420,0.0,0.0,0,0.0,0,0.07767169922590256,0,2,1,0,2.899687790311873,2.8220167020335793,9.0,0.0,90.0,37.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.014362791905532012,0.0,90.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1039,ENG-Premier League,2122,Arsenal,aaron ramsdale,1,2021,83,5603,GK,34,3060,0.0,0.0,0,0.0,0,0.0,0,0,1,0,3.995810028165579,3.995810028165579,8.0,0.0,90.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020439920848921724,0.0,90.0,37.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.014362791905532012,0.0,0,0,0,0,0
1576,ENG-Premier League,2223,Arsenal,aaron ramsdale,1,2022,83,5603,GK,38,3420,0.0,0.0,0,0.0,0,0.0,0,0,1,0,5.103533525019884,5.103533525019884,5.0,1.0,90.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020439920848921724,0.0,0,0,0,0,0
2130,ENG-Premier League,2324,Arsenal,aaron ramsdale,1,2023,83,5603,GK,6,540,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.7832736372947693,0.7832736372947693,2.0,1.0,90.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3139,ENG-Premier League,2425,Southampton,aaron ramsdale,1,2024,74,5603,GK,30,2700,0.0,0.0,0,0.0,0,0.0,0,0,2,0,2.3939849622547626,2.3939849622547626,21.0,0.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
3572,ENG-Premier League,2526,Newcastle United,aaron ramsdale,1,2025,86,5603,S,1,8,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,5.0,1.0,90.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,1
2274,ENG-Premier League,2324,Burnley,aaron ramsey,1,2023,92,9913,M S,14,516,0.0,0.4020077884197235,0,0.4020077884197235,0,0.39152228832244873,6,1,1,0,1.2944342708215117,0.5336329033598304,21.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
276,ENG-Premier League,1920,Manchester United,aaron wan-bissaka,1,2019,89,5584,D M S,35,3075,0.0,0.8149185925722122,0,0.8149185925722122,4,3.49091693200171,7,25,8,0,14.165588987991214,11.521173445507884,6.0,1.0,59.213235294117645,10.602777777777778,-0.6848738426342607,-0.6848738426342607,0.04188578051980585,0.0,0.0,0.0,0.034385483264385105,0.024024464855626832,0.02884522063702823,0.0,59.213235294117645,10.602777777777778,-0.6848738426342607,-0.6848738426342607,0.04188578051980585,0.0,0.0,0.0,0.034385483264385105,0.024024464855626832,0.02884522063702823,0.0,2,0,1,0,0
827,ENG-Premier League,2021,Manchester United,aaron wan-bissaka,1,2020,89,5584,D,34,3060,2.0,0.9324541166424751,2,0.9324541166424751,4,2.547665696591139,7,31,3,0,12.242120400071144,9.676276091486216,3.0,1.0,87.85714285714286,34.166666666666664,-0.8149185925722122,-0.8149185925722122,0.11641694179603032,0.0,0.0,0.11707317073170732,0.11707317073170732,0.02385127588016231,0.10217317849761103,0.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,1,1,0,0,0
1365,ENG-Premier League,2122,Manchester United,aaron wan-bissaka,1,2021,89,5584,D M,20,1795,0.0,0.2879096958786249,0,0.2879096958786249,0,0.9214209783822298,5,14,2,0,5.104910586029291,4.2221742030233145,2.0,1.0,90.0,34.0,1.0675458833575249,1.0675458833575249,0.13320773094892502,0.0,0.058823529411764705,0.11764705882352941,0.1764705882352941,0.027425121077719855,0.07493134401738644,2.0,87.85714285714286,34.166666666666664,-0.8149185925722122,-0.8149185925722122,0.11641694179603032,0.0,0.0,0.11707317073170732,0.11707317073170732,0.02385127588016231,0.10217317849761103,0.0,2,0,1,0,0
1931,ENG-Premier League,2223,Manchester United,aaron wan-bissaka,1,2022,89,5584,D S,19,1436,0.0,1.1713167987763882,0,1.1713167987763882,0,1.153474660590291,10,15,2,0,7.755331262946129,6.90122390165925,6.0,1.0,89.75,19.944444444444443,-0.2879096958786249,-0.2879096958786249,0.05758193917572498,0.0,0.0,0.0,0.0,0.014435583637368382,0.04619938053169955,0.0,90.0,34.0,1.0675458833575249,1.0675458833575249,0.13320773094892502,0.0,0.058823529411764705,0.11764705882352941,0.1764705882352941,0.027425121077719855,0.07493134401738644,2.0,1,1,0,0,0
2493,ENG-Premier League,2324,Manchester United,aaron wan-bissaka,1,2023,89,5584,D S,22,1784,0.0,0.14621218293905258,0,0.14621218293905258,2,1.4311098009347916,3,12,4,0,7.737613718956709,6.425123929977417,3.0,1.0,75.57894736842105,15.955555555555556,-1.1713167987763882,-1.1713167987763882,0.11713167987763881,0.0,0.0,0.0,0.0,0.07341121997902154,0.07229298012056141,0.0,89.75,19.944444444444443,-0.2879096958786249,-0.2879096958786249,0.05758193917572498,0.0,0.0,0.0,0.0,0.014435583637368382,0.04619938053169955,0.0,1,1,0,0,0
3206,ENG-Premier League,2425,West Ham,aaron wan-bissaka,1,2024,81,5584,D M S,36,3156,2.0,1.3520639296621084,2,1.3520639296621084,5,4.088755523785949,16,33,1,0,12.051966872997582,8.27124732080847,9.0,0.0,81.0909090909091,19.822222222222223,-0.14621218293905258,-0.14621218293905258,0.048737394313017525,0.0,0.0,0.10089686098654709,0.10089686098654709,0.00737617514827059,0.07219724332070136,0.0,75.57894736842105,15.955555555555556,-1.1713167987763882,-1.1713167987763882,0.11713167987763881,0.0,0.0,0.0,0.0,0.07341121997902154,0.07229298012056141,0.0,2,0,1,0,0
3662,ENG-Premier League,2526,West Ham,aaron wan-bissaka,1,2025,81,5584,D M S,7,569,0.0,0.0,0,0.0,0,0.1550980806350708,0,3,0,0,0.48587775230407715,0.4045016020536423,14.0,0.0,87.66666666666667,35.06666666666667,0.6479360703378916,0.6479360703378916,0.08450399560388178,0.0,0.05703422053231939,0.14258555133079848,0.19961977186311786,0.03855695616907153,0.11659949212317343,2.0,81.0909090909091,19.822222222222223,-0.14621218293905258,-0.14621218293905258,0.048737394313017525,0.0,0.0,0.10089686098654709,0.10089686098654709,0.00737617514827059,0.07219724332070136,0.0,2,0,1,0,0
440,ENG-Premier League,1920,Watford,abdoulaye doucouré,1,2019,90,1726,M S,37,3189,4.0,5.280910023488104,4,5.280910023488104,2,4.084617944434285,61,38,8,0,13.54045701213181,7.193621378391981,11.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
669,ENG-Premier League,2021,Everton,abdoulaye doucouré,1,2020,72,1726,M,29,2468,2.0,2.369523380883038,2,2.369523380883038,3,2.388998680282384,18,21,6,0,10.453213196247816,6.824094897136092,12.0,0.0,86.1891891891892,35.43333333333333,-1.2809100234881043,-1.2809100234881043,0.0865722954670181,0.0,0.11288805268109126,0.05644402634054563,0.16933207902163688,0.149037912233907,0.11527614142335707,4.0,84.45,23.988888888888887,-0.6416579047217965,-0.6416579047217965,0.048146571301751664,0.0,0.05263157894736842,0.033607169529499624,0.09375,0.035171408036893066,0.05850800606372411,1.0,2,0,1,0,0
1224,ENG-Premier League,2122,Everton,abdoulaye doucouré,1,2021,72,1726,M S,30,2540,2.0,2.653875366784632,2,2.653875366784632,4,2.418744313530624,34,20,6,0,8.230574828572571,3.837187174707651,10.0,0.0,85.10344827586206,27.42222222222222,-0.36952338088303804,-0.36952338088303804,0.13164018782683545,0.0,0.07293354943273907,0.1094003241491086,0.18233387358184766,0.08640887531583202,0.08711907667156182,2.0,86.1891891891892,35.43333333333333,-1.2809100234881043,-1.2809100234881043,0.0865722954670181,0.0,0.11288805268109126,0.05644402634054563,0.16933207902163688,0.149037912233907,0.11527614142335707,4.0,2,0,1,0,0
1768,ENG-Premier League,2223,Everton,abdoulaye doucouré,1,2022,72,1726,M S,25,1519,5.0,3.2140165455639362,5,3.2140165455639362,2,2.4725133273750544,20,22,6,1,5.765182003378868,1.7658195812255144,16.0,0.0,84.66666666666667,28.22222222222222,-0.6538753667846322,-0.6538753667846322,0.07805515784660683,0.0,0.07086614173228346,0.14173228346456693,0.2125984251968504,0.09403495394118776,0.08570353866840794,2.0,85.10344827586206,27.42222222222222,-0.36952338088303804,-0.36952338088303804,0.13164018782683545,0.0,0.07293354943273907,0.1094003241491086,0.18233387358184766,0.08640887531583202,0.08711907667156182,2.0,2,0,1,0,0
2363,ENG-Premier League,2324,Everton,abdoulaye doucouré,1,2023,72,1726,M,32,2678,7.0,10.20444649644196,7,10.20444649644196,1,2.55271128565073,47,33,7,0,13.33745107613504,5.22493714094162,17.0,0.0,60.76,16.877777777777776,1.7859834544360638,1.7859834544360638,0.16070082727819682,0.0,0.2962475312705728,0.11849901250822911,0.41474654377880193,0.19042889341721808,0.14649519385368986,5.0,84.66666666666667,28.22222222222222,-0.6538753667846322,-0.6538753667846322,0.07805515784660683,0.0,0.07086614173228346,0.14173228346456693,0.2125984251968504,0.09403495394118776,0.08570353866840794,2.0,2,0,1,0,0
2898,ENG-Premier League,2425,Everton,abdoulaye doucouré,1,2024,72,1726,M S,33,2619,3.0,4.050999755039811,3,4.050999755039811,2,2.317836028058082,31,27,3,1,9.89785410836339,4.922197850421071,12.0,0.0,83.6875,29.755555555555556,-3.2044464964419603,-3.2044464964419603,0.21711588290302045,0.0,0.2352501867064974,0.033607169529499624,0.268857356235997,0.34294256336063345,0.08578940093673103,7.0,60.76,16.877777777777776,1.7859834544360638,1.7859834544360638,0.16070082727819682,0.0,0.2962475312705728,0.11849901250822911,0.41474654377880193,0.19042889341721808,0.14649519385368986,5.0,2,0,1,0,0
2978,ENG-Premier League,2425,Leicester,abdul fatawu,1,2024,75,12911,D F M S,11,571,0.0,0.46604868955910206,0,0.46604868955910206,2,1.4724965319037437,13,6,0,0,2.3615895370021462,1.3566849753260612,21.0,0.0,51.38333333333333,12.005555555555556,-1.3735544718801975,-1.3735544718801975,0.07198862212857132,0.0,0.050041709151071194,0.08232882027131887,0.17578125,0.0964359323710296,0.09451994728524046,1.0,51.38333333333333,12.005555555555556,-1.3735544718801975,-1.3735544718801975,0.07198862212857132,0.0,0.050041709151071194,0.08232882027131887,0.17578125,0.0964359323710296,0.09451994728524046,1.0,3,0,0,1,0
3032,ENG-Premier League,2425,Manchester City,abduqodir khusanov,1,2024,88,11763,D,6,506,0.0,0.015545766800642014,0,0.015545766800642014,0,0.10573065932840109,1,2,1,0,2.7786731719970703,2.763522148132324,1.0,1.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,86.58035714285714,12.991666666666667,-0.602175930282101,-0.602175930282101,0.04516520102818807,0.0,0.0,0.0,0.0,0.015673902275939955,0.00602434690439219,0.0,1,1,0,0,0
3529,ENG-Premier League,2526,Manchester City,abduqodir khusanov,1,2025,88,11763,D S,4,234,0.0,0.0,0,0.0,0,0.0,0,0,1,0,0.631830669939518,0.631830669939518,3.0,1.0,84.33333333333333,5.622222222222222,-0.015545766800642014,-0.015545766800642014,0.015545766800642014,0.0,0.0,0.0,0.0,0.002765057336082572,0.01880584849714644,0.0,60.82608695652174,7.688888888888889,-0.4019469805061817,-0.4019469805061817,0.03817203175276518,0.0,0.0,0.0,0.0,0.013580875344693738,0.00972160545725672,0.0,1,1,0,0,0
698,ENG-Premier League,2021,Fulham,aboubakar kamara,1,2020,228,4866,F M S,11,303,0.0,0.6549197994172573,0,0.6549197994172573,0,0.32896849513053894,4,6,1,1,1.1032148208469152,0.18232619762420654,21.0,0.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
1446,ENG-Premier League,2122,Southampton,adam armstrong,1,2021,74,4419,F S,23,1412,2.0,4.238080732524395,2,4.238080732524395,2,1.624623529613018,47,13,1,0,6.2176071014255285,0.7942293044179678,15.0,0.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,3,0,0,1,0
2014,ENG-Premier League,2223,Southampton,adam armstrong,1,2022,74,4419,F M S,30,1333,2.0,2.4375014984980226,2,2.4375014984980226,1,1.730416551232338,25,11,2,0,4.704243279993534,1.2918517235666513,15.0,0.0,61.391304347826086,15.688888888888888,-2.238080732524395,-2.238080732524395,0.09017193047924245,0.0,0.1274787535410765,0.1274787535410765,0.254957507082153,0.2701326245943311,0.10355249126428585,2.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
3140,ENG-Premier League,2425,Southampton,adam armstrong,1,2024,74,4419,F M S,20,1282,2.0,3.9334685541689396,2,3.1722997166216373,2,2.005434782244265,26,9,4,0,6.038746699690819,1.9466782938688993,21.0,0.0,44.43333333333333,14.811111111111112,-0.43750149849802256,-0.43750149849802256,0.0975000599399209,0.0,0.1350337584396099,0.06751687921980495,0.20255063765941486,0.16457249427218457,0.11683232528950518,2.0,61.391304347826086,15.688888888888888,-2.238080732524395,-2.238080732524395,0.09017193047924245,0.0,0.1274787535410765,0.1274787535410765,0.254957507082153,0.2701326245943311,0.10355249126428585,2.0,3,0,0,1,0
1255,ENG-Premier League,2122,Leeds,adam forshaw,1,2021,245,1711,M S,22,1524,0.0,0.4842451997101307,0,0.4842451997101307,1,1.040744410827756,14,13,5,0,6.191522343084216,4.898990090936422,9.0,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
1824,ENG-Premier League,2223,Leeds,adam forshaw,1,2022,245,1711,M S,12,470,0.0,0.01066362950950861,0,0.01066362950950861,0,0.4425672311335802,1,8,0,0,0.4591790921986103,0.44851546362042427,17.0,0.0,69.27272727272727,16.933333333333334,-0.4842451997101307,-0.4842451997101307,0.03458894283643791,0.0,0.0,0.05905511811023622,0.05905511811023622,0.028597157463196694,0.06146128410400133,0.0,37.46623563218391,4.861111111111111,-0.6236678524874151,-0.6161047355271876,0.03903606297469444,0.0,0.0,0.0,0.0,0.030199373693228924,0.04258685773832575,0.0,2,0,1,0,0
333,ENG-Premier League,1920,Norwich,adam idah,1,2019,79,8021,F S,12,197,0.0,0.826487498357892,0,0.826487498357892,0,0.015021399594843388,6,1,0,0,0.8555931970477104,0.014084399677813053,21.0,0.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,31.547101449275363,5.322222222222222,-1.946717722574249,-1.9903427558019757,0.12559686676284315,0.0,0.14972776769509982,0.0,0.25618413799648265,0.30273811437442255,0.06593100895651857,1.0,3,0,0,1,0
1418,ENG-Premier League,2122,Norwich,adam idah,1,2021,79,8021,F M S,17,611,1.0,1.9293015375733376,1,1.9293015375733376,1,0.46092280000448227,14,5,0,0,2.403534699231386,0.5110170058906078,21.0,0.0,16.416666666666668,2.188888888888889,-0.826487498357892,-0.826487498357892,0.137747916392982,0.0,0.0,0.0,0.0,0.37758312107720954,0.006862568342821852,0.0,49.21375,12.6,-1.3762204456143081,-1.3818805101327598,0.0891157174293134,0.0,0.13249098999466558,0.056393386593754,0.2598109959660592,0.16167210905566315,0.10022585590751756,2.0,3,0,0,1,0
