Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def
55;Jacob Bruun Larsen;dk DEN;FW,MF;Burnley;27;1998;5.5;0;8;3;37.5;1.46;0.55;0;0;22.7;4;0;0;0.3;0.3;0.04;-0.3;-0.3;12;2.2;11;0;0;0;0;1;1;0.18;1;0;0;0;0;0
56;Emi Buendía;ar ARG;MF,FW;Aston Villa;29;1996;5.9;3;16;3;18.8;2.72;0.51;0.19;1;20.8;2;0;0;1;1;0.06;2;2;19;3.23;17;0;0;1;1;0;3;0.51;2;0;0;0;1;0
57;Hugo Bueno;es ESP;DF,MF;Wolves;23;2002;9;0;3;1;33.3;0.33;0.11;0;0;18.8;0;0;0;0.2;0.2;0.07;-0.2;-0.2;26;2.89;23;1;1;0;1;0;0;0;0;0;0;0;0;0
58;Santiago Bueno;uy URU;DF;Wolves;27;1998;7.4;1;2;2;100;0.27;0.27;0.5;0.5;8.6;0;0;0;0.8;0.8;0.4;0.2;0.2;10;1.35;7;0;0;0;3;0;2;0.27;1;0;0;0;1;0
59;Facundo Buonanotte;ar ARG;MF;Chelsea;21;2004;0.5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0
60;Dan Burn;eng ENG;DF;Newcastle Utd;33;1992;12.8;0;3;0;0;0.23;0;0;;10.6;0;0;0;0.1;0.1;0.04;-0.1;-0.1;11;0.86;9;0;0;1;1;0;2;0.16;1;0;0;0;1;0
61;Bradley Burrowes;eng ENG;DF;Aston Villa;17;2008;0.2;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;Sam Byram;eng ENG;DF;Leeds United;32;1993;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;Moisés Caicedo;ec ECU;MF;Chelsea;24;2001;10.9;3;10;4;40;0.92;0.37;0.3;0.75;22.3;0;0;0;0.6;0.6;0.06;2.4;2.4;26;2.38;22;0;0;2;0;2;5;0.46;4;0;0;0;0;1
64;Tom Cairney;sct SCO;MF;Fulham;34;1991;2.3;0;6;0;0;2.66;0;0;;18.9;0;0;0;0.4;0.4;0.07;-0.4;-0.4;2;0.89;2;0;0;0;0;0;0;0;0;0;0;0;0;0
65;Riccardo Calafiori;it ITA;DF;Arsenal;23;2002;12;1;22;5;22.7;1.83;0.42;0.05;0.2;14.6;0;0;0;2.5;2.5;0.11;-1.5;-1.5;27;2.25;15;1;3;5;2;1;5;0.42;3;0;0;1;0;1
66;Dominic Calvert-Lewin;eng ENG;FW;Leeds United;28;1997;8.5;3;23;10;43.5;2.71;1.18;0.13;0.3;12.5;0;0;0;3.7;3.7;0.16;-0.7;-0.7;21;2.47;13;0;2;2;4;0;1;0.12;0;0;0;0;1;0
67;Jaydee Canvot;fr FRA;DF;Crystal Palace;19;2006;1.1;0;1;0;0;0.88;0;0;;15.2;0;0;0;0;0;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;Fabio Carvalho;pt POR;FW,MF;Brentford;23;2002;1.1;1;2;1;50;1.76;0.88;0.5;1;12.4;0;0;0;0.7;0.7;0.35;0.3;0.3;3;2.65;1;1;1;0;0;0;1;0.88;0;1;0;0;0;0
69;Casemiro;br BRA;MF;Manchester Utd;33;1992;9.5;3;18;5;27.8;1.9;0.53;0.17;0.6;19.1;0;0;0;2.1;2.1;0.12;0.9;0.9;17;1.8;14;0;0;1;1;1;3;0.32;2;0;0;1;0;0
70;Matty Cash;pl POL;DF;Aston Villa;28;1997;13.7;2;13;6;46.2;0.95;0.44;0.15;0.33;26.7;0;0;0;0.3;0.3;0.03;1.7;1.7;22;1.6;13;8;1;0;0;0;3;0.22;2;1;0;0;0;0
71;Timothy Castagne;be BEL;DF,FW;Fulham;30;1995;5;0;4;0;0;0.8;0;0;;8.7;0;0;0;0.4;0.4;0.11;-0.4;-0.4;13;2.61;8;2;0;3;0;0;1;0.2;1;0;0;0;0;0
72;Trevoh Chalobah;eng ENG;DF;Chelsea;26;1999;12.3;3;11;5;45.5;0.89;0.41;0.27;0.6;15.6;0;0;0;0.8;0.8;0.08;2.2;2.2;13;1.05;10;0;1;2;0;0;1;0.08;1;0;0;0;0;0
73;Rayan Cherki;fr FRA;MF,FW;Manchester City;22;2003;3.5;1;10;3;30;2.84;0.85;0.1;0.33;20.7;1;0;0;0.8;0.8;0.08;0.2;0.2;20;5.68;15;1;1;2;1;0;5;1.42;5;0;0;0;0;0
74;Federico Chiesa;it ITA;FW,MF;Liverpool;28;1997;1.7;2;12;2;16.7;7.06;1.18;0.17;1;14.3;0;0;0;1.2;1.2;0.1;0.8;0.8;9;5.29;5;0;1;3;0;0;2;1.18;1;0;0;1;0;0
75;Tawanda Chirewa;zw ZIM;MF,FW;Wolves;22;2003;0.2;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;Ryan Christie;sct SCO;MF;Bournemouth;30;1995;3.1;1;9;2;22.2;2.9;0.65;0.11;0.5;20.2;0;0;0;1.1;1.1;0.13;-0.1;-0.1;11;3.55;7;0;0;3;1;0;2;0.65;1;0;0;0;1;0
77;Samuel Chukwueze;ng NGA;FW;Fulham;26;1999;2.6;2;10;3;30;3.86;1.16;0.2;0.67;15.2;0;0;0;1;1;0.1;1;1;22;8.5;15;0;5;2;0;0;4;1.55;3;0;1;0;0;0
78;Nathaniel Clyne;eng ENG;DF;Crystal Palace;34;1991;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
79;Séamus Coleman;ie IRL;DF,FW;Everton;37;1988;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
80;Nathan Collins;ie IRL;DF;Brentford;24;2001;13.2;0;8;3;37.5;0.61;0.23;0;0;7.9;0;0;0;1;1;0.13;-1;-1;10;0.76;9;0;0;0;1;0;1;0.08;1;0;0;0;0;0
81;Lewis Cook;eng ENG;DF,MF;Bournemouth;28;1997;2.4;0;2;0;0;0.84;0;0;;28.8;0;0;0;0;0;0.02;0;0;12;5.02;10;1;0;0;0;1;1;0.42;1;0;0;0;0;0
82;Diego Coppola;it ITA;DF;Brighton;22;2003;0.2;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;5.29;1;0;0;0;0;0;0;0;0;0;0;0;0;0
83;Marc Cucurella;es ESP;DF;Chelsea;27;1998;13;0;11;1;9.1;0.85;0.08;0;0;16;0;0;0;0.5;0.5;0.05;-0.5;-0.5;30;2.32;25;1;1;2;0;1;5;0.39;5;0;0;0;0;0
84;Jorge Cuenca;es ESP;DF;Fulham;26;1999;1.9;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;0.53;1;0;0;0;0;0;0;0;0;0;0;0;0;0
85;Josh Cullen;ie IRL;MF;Burnley;29;1996;13.2;2;7;5;71.4;0.53;0.38;0.29;0.4;18.9;0;0;0;0.7;0.7;0.1;1.3;1.3;24;1.81;20;3;0;0;1;0;4;0.3;4;0;0;0;0;0
86;Jair Cunha;br BRA;DF;Nott'ham Forest;20;2005;1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
87;Matheus Cunha;br BRA;MF,FW;Manchester Utd;26;1999;8.4;1;25;10;40;2.96;1.19;0.04;0.1;19.5;0;0;0;2;2;0.08;-1;-1;34;4.03;20;0;6;5;2;1;1;0.12;1;0;0;0;0;0
88;Diogo Dalot;pt POR;DF;Manchester Utd;26;1999;8.7;1;6;1;16.7;0.69;0.11;0.17;1;19.9;0;0;0;0.4;0.4;0.07;0.6;0.6;25;2.87;19;2;1;0;3;0;6;0.69;2;1;1;0;2;0
89;Mikkel Damsgaard;dk DEN;MF;Brentford;25;2000;10.2;1;10;5;50;0.98;0.49;0.1;0.2;20.8;1;0;0;0.7;0.7;0.07;0.3;0.3;36;3.54;21;10;3;1;1;0;4;0.39;4;0;0;0;0;0
90;Kevin Danso;at AUT;DF;Tottenham;27;1998;5.4;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;5;0.93;5;0;0;0;0;0;0;0;0;0;0;0;0;0
91;Karl Darlow;wls WAL;GK;Leeds United;35;1990;5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;0.4;1;1;0;0;0;0;0;0;0;0;0;0;0;0
92;Maxim De Cuyper;be BEL;DF,FW;Brighton;25;2000;7;2;6;5;83.3;0.85;0.71;0.33;0.4;19;2;0;0;1.4;1.4;0.23;0.6;0.6;24;3.41;18;5;0;0;0;1;1;0.14;1;0;0;0;0;0
93;Liam Delap;eng ENG;FW;Chelsea;22;2003;3.5;0;11;5;45.5;3.12;1.42;0;0;18.2;0;0;0;0.7;0.7;0.06;-0.7;-0.7;2;0.57;1;0;0;1;0;0;0;0;0;0;0;0;0;0
94;Sepp van den Berg;nl NED;DF;Brentford;24;2001;14;0;10;4;40;0.71;0.29;0;0;9;0;0;0;1.6;1.6;0.16;-1.6;-1.6;6;0.43;3;2;0;1;0;0;0;0;0;0;0;0;0;0
95;Justin Devenny;nir NIR;MF,FW;Crystal Palace;22;2003;2.3;0;6;2;33.3;2.63;0.88;0;0;16.6;1;0;0;0.5;0.5;0.08;-0.5;-0.5;8;3.51;8;0;0;0;0;0;0;0;0;0;0;0;0;0
96;Kiernan Dewsbury-Hall;eng ENG;MF;Everton;27;1998;12.8;3;14;3;21.4;1.09;0.23;0.21;1;14.4;0;0;0;1.4;1.4;0.1;1.6;1.6;41;3.2;24;9;3;1;4;0;5;0.39;3;1;1;0;0;0
97;Bafodé Diakité;fr FRA;DF;Bournemouth;24;2001;10.5;0;1;0;0;0.1;0;0;;11;0;0;0;0;0;0.02;0;0;8;0.76;8;0;0;0;0;0;0;0;0;0;0;0;0;0
98;Amad Diallo;ci CIV;DF,MF;Manchester Utd;23;2002;11.4;1;21;7;33.3;1.85;0.62;0.05;0.14;17.1;0;0;0;2.3;2.3;0.11;-1.3;-1.3;51;4.49;39;0;4;4;3;1;6;0.53;5;0;0;0;1;0
99;Habib Diarra;sn SEN;MF;Sunderland;21;2004;3.8;0;6;1;16.7;1.57;0.26;0;0;19.4;0;0;0;0.6;0.6;0.1;-0.6;-0.6;6;1.57;3;0;1;1;1;0;1;0.26;0;0;0;0;1;0
100;Rúben Dias;pt POR;DF;Manchester City;28;1997;13.1;1;4;1;25;0.31;0.08;0.25;1;14.9;0;0;0;0.2;0.2;0.06;0.8;0.8;9;0.69;8;0;0;1;0;0;3;0.23;3;0;0;0;0;0
101;Tyler Dibling;eng ENG;FW;Everton;19;2006;0.8;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;3;3.55;1;0;1;0;1;0;0;0;0;0;0;0;0;0
102;Lucas Digne;fr FRA;DF;Aston Villa;32;1993;10.8;0;6;2;33.3;0.55;0.18;0;0;21.1;3;0;0;0.4;0.4;0.06;-0.4;-0.4;24;2.22;13;10;0;1;0;0;5;0.46;3;2;0;0;0;0
103;Issa Diop;fr FRA;DF;Fulham;28;1997;2.5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;0.4;1;0;0;0;0;0;0;0;0;0;0;0;0;0
104;El Hadji Malick Diouf;sn SEN;DF;West Ham;21;2004;13.5;0;8;1;12.5;0.59;0.07;0;0;22.8;0;0;0;0.3;0.3;0.03;-0.3;-0.3;17;1.26;12;3;2;0;0;0;4;0.3;3;1;0;0;0;0
105;Matt Doherty;ie IRL;DF;Wolves;33;1992;3.2;0;1;0;0;0.31;0;0;;10.2;0;0;0;0.1;0.1;0.07;-0.1;-0.1;4;1.24;3;0;0;0;0;1;0;0;0;0;0;0;0;0
106;Jeremy Doku;be BEL;MF,FW;Manchester City;23;2002;9.4;1;12;7;58.3;1.27;0.74;0.08;0.14;14;0;0;0;1.3;1.3;0.11;-0.3;-0.3;68;7.22;48;0;14;2;1;3;7;0.74;4;0;2;0;0;1
107;Nicolás Domínguez;ar ARG;FW,MF;Nott'ham Forest;27;1998;2.4;0;2;0;0;0.83;0;0;;23.7;0;0;0;0.1;0.1;0.03;-0.1;-0.1;9;3.73;5;2;1;1;0;0;1;0.41;1;0;0;0;0;0
108;Gianluigi Donnarumma;it ITA;GK;Manchester City;26;1999;11;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;0.09;1;0;0;0;0;0;0;0;0;0;0;0;0;0
109;Patrick Dorgu;dk DEN;DF;Manchester Utd;21;2004;7.9;0;7;1;14.3;0.89;0.13;0;0;17.2;0;0;0;0.7;0.7;0.1;-0.7;-0.7;21;2.67;19;0;1;1;0;0;2;0.25;1;0;0;1;0;0
110;Max Dowman;eng ENG;FW;Arsenal;16;2009;0.3;0;3;0;0;9.31;0;0;;17.3;0;0;0;0.1;0.1;0.05;-0.1;-0.1;2;6.21;0;0;0;0;2;0;1;3.1;0;0;0;0;1;0
111;Martin Dúbravka;sk SVK;GK;Burnley;36;1989;14;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;0.14;1;1;0;0;0;0;0;0;0;0;0;0;0;0
112;Lewis Dunk;eng ENG;DF;Brighton;34;1991;13.5;0;8;0;0;0.59;0;0;;18.8;2;0;0;0.6;0.6;0.07;-0.6;-0.6;8;0.59;7;0;0;1;0;0;1;0.07;0;0;0;1;0;0
113;Odsonne Édouard;fr FRA;FW;Crystal Palace;27;1998;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
114;Marcus Edwards;eng ENG;FW,MF;Burnley;27;1998;0.6;0;3;1;33.3;4.74;1.58;0;0;19.6;2;0;0;0.3;0.3;0.09;-0.3;-0.3;3;4.66;3;0;0;0;0;0;0;0;0;0;0;0;0;0
115;Hjalmar Ekdal;se SWE;DF;Burnley;27;1998;6.9;0;3;1;33.3;0.43;0.14;0;0;8.4;0;0;0;0.2;0.2;0.07;-0.2;-0.2;2;0.29;2;0;0;0;0;0;0;0;0;0;0;0;0;0
116;Hugo Ekitike;fr FRA;FW;Liverpool;23;2002;7.9;3;18;4;22.2;2.29;0.51;0.17;0.75;16.9;0;0;0;2.5;2.5;0.14;0.5;0.5;18;2.29;10;0;4;4;0;0;2;0.25;1;0;1;0;0;0
