Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def
230;Aaron Hickey;sct SCO;DF;Brentford;20;2002;21.3;0;11;2;18.2;0.52;0.09;0;0;21.5;0;0;0;0.4;0.4;0.04;-0.4;-0.4;20;0.94;14;1;1;2;2;0;2;0.09;1;0;0;1;0;0
231;Jack Hinshelwood;eng ENG;FW;Brighton;17;2005;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
232;Joseph Hodge;ie IRL;MF;Wolves;19;2002;1.9;0;2;0;0;1.03;0;0;;11.2;0;0;0;0.3;0.3;0.13;-0.3;-0.3;2;1.02;2;0;0;0;0;0;0;0;0;0;0;0;0;0
233;Rob Holding;eng ENG;DF;Arsenal;26;1995;6.3;1;5;2;40;0.8;0.32;0.2;0.5;12.8;0;0;0;0.3;0.3;0.07;0.7;0.7;6;0.95;4;0;1;1;0;0;0;0;0;0;0;0;0;0
234;Mason Holgate;jm JAM;DF;Everton;25;1996;5.6;0;4;0;0;0.71;0;0;;11.5;0;0;0;1;1;0.25;-1;-1;11;1.95;8;2;0;1;0;0;2;0.36;2;0;0;0;0;0
235;Will Hughes;eng ENG;MF;Crystal Palace;27;1995;9.4;1;6;4;66.7;0.64;0.43;0.17;0.25;17.2;0;0;0;0.3;0.3;0.06;0.7;0.7;17;1.82;12;2;0;2;1;0;1;0.11;0;0;0;1;0;0
236;Omari Hutchinson;eng ENG;FW;Chelsea;18;2003;0.3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;7.83;2;0;0;0;0;0;0;0;0;0;0;0;0;0
237;Pierre H?jbjerg;dk DEN;MF;Tottenham;26;1995;34.8;4;33;9;27.3;0.95;0.26;0.12;0.44;21.2;0;0;0;2;2;0.06;2;2;97;2.79;89;0;2;2;1;3;14;0.4;14;0;0;0;0;0
238;Kelechi Iheanacho;ng NGA;FW,MF;Leicester City;25;1996;12.5;5;38;13;34.2;3.03;1.04;0.11;0.31;17.1;0;1;1;7.1;6.3;0.17;-2.1;-2.3;45;3.59;33;1;4;5;2;0;6;0.48;6;0;0;0;0;0
239;Danny Ings;eng ENG;FW;West Ham;30;1992;8.6;2;15;4;26.7;1.74;0.46;0.13;0.5;11.2;0;0;0;3;3;0.2;-1;-1;12;1.4;11;0;1;0;0;0;3;0.35;3;0;0;0;0;0
240;Danny Ings;eng ENG;FW;Aston Villa;30;1992;9.2;6;25;12;48;2.73;1.31;0.16;0.33;15.5;0;2;2;5.3;3.8;0.15;0.7;0.2;16;1.75;12;0;2;2;0;0;1;0.11;0;0;1;0;0;0
241;Alexander Isak;se SWE;FW;Newcastle Utd;22;1999;16.9;10;49;23;46.9;2.9;1.36;0.16;0.35;15;0;2;2;8.2;6.7;0.14;1.8;1.3;49;2.9;29;0;5;11;3;1;5;0.3;1;0;2;1;1;0
242;Daniel Iversen;dk DEN;GK;Leicester City;25;1997;12;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;0.08;1;0;0;0;0;0;0;0;0;0;0;0;0;0
243;Alex Iwobi;ng NGA;MF,FW;Everton;26;1996;37.5;2;42;15;35.7;1.12;0.4;0.05;0.13;21;0;0;0;2.5;2.5;0.06;-0.5;-0.5;120;3.2;91;9;8;7;3;2;9;0.24;8;0;0;0;1;0
244;Daniel James;wls WAL;FW;Leeds United;24;1997;2.2;0;3;1;33.3;1.36;0.45;0;0;17.6;0;0;0;0.3;0.3;0.09;-0.3;-0.3;4;1.82;3;0;0;0;1;0;0;0;0;0;0;0;0;0
245;Daniel James;wls WAL;FW;Fulham;24;1997;6.9;2;14;3;21.4;2.03;0.43;0.14;0.67;13;0;0;0;1.7;1.7;0.12;0.3;0.3;11;1.59;10;0;0;0;1;0;0;0;0;0;0;0;0;0
246;Reece James;eng ENG;DF,MF;Chelsea;22;1999;13.8;1;16;4;25;1.16;0.29;0.06;0.25;22.4;2;0;0;1;1;0.06;0;0;47;3.4;36;5;3;2;1;0;3;0.22;2;0;0;0;1;0
247;Vitaly Janelt;de GER;MF,DF;Brentford;24;1998;24.5;3;14;5;35.7;0.57;0.2;0.21;0.6;15.8;0;0;0;2.4;2.4;0.17;0.6;0.6;47;1.91;39;1;2;3;0;2;4;0.16;4;0;0;0;0;0
248;Pontus Jansson;se SWE;DF;Brentford;31;1991;8;1;4;2;50;0.5;0.25;0.25;0.5;9.9;0;0;0;0.3;0.3;0.08;0.7;0.7;2;0.25;1;0;0;1;0;0;1;0.12;1;0;0;0;0;0
249;Mathias Jensen;dk DEN;MF;Brentford;26;1996;31.1;5;23;7;30.4;0.74;0.22;0.22;0.71;22;4;0;0;2.1;2.1;0.09;2.9;2.9;103;3.31;48;47;1;3;3;1;13;0.42;7;4;0;1;0;1
250;Gabriel Jesus;br BRA;FW;Arsenal;25;1997;22.9;11;76;31;40.8;3.31;1.35;0.13;0.32;10.6;0;1;1;13.9;13.1;0.18;-2.9;-3.1;83;3.62;43;1;12;11;13;3;12;0.52;8;0;1;1;2;0
251;Raúl Jiménez;mx MEX;FW;Wolves;31;1991;9.4;0;20;9;45;2.13;0.96;0;0;14.5;0;0;0;2.6;2.6;0.13;-2.6;-2.6;18;1.92;12;0;1;3;2;0;2;0.21;1;0;0;1;0;0
252;Joelinton;br BRA;MF,FW;Newcastle Utd;25;1996;29.6;6;51;19;37.3;1.72;0.64;0.12;0.32;14.6;0;0;0;7.1;7.1;0.14;-1.1;-1.1;80;2.71;54;1;9;8;7;1;10;0.34;4;1;2;2;1;0
253;Ben Johnson;eng ENG;DF;West Ham;22;2000;9.6;0;2;1;50;0.21;0.1;0;0;21.2;0;0;0;0.1;0.1;0.03;-0.1;-0.1;8;0.83;7;0;1;0;0;0;0;0;0;0;0;0;0;0
254;Brennan Johnson;wls WAL;FW,MF;Nott'ham Forest;21;2001;32.6;8;52;24;46.2;1.6;0.74;0.13;0.29;16.6;0;1;3;8.6;6.2;0.12;-0.6;0.8;55;1.69;36;0;6;7;5;1;11;0.34;5;0;1;3;2;0
255;Sam Johnstone;eng ENG;GK;Crystal Palace;29;1993;9;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
256;Curtis Jones;eng ENG;MF;Liverpool;21;2001;11.5;3;15;5;33.3;1.3;0.43;0.2;0.6;17.9;0;0;0;1.2;1.2;0.08;1.8;1.8;38;3.3;31;0;4;1;1;1;4;0.35;3;0;1;0;0;0
257;Jorginho;it ITA;MF;Arsenal;30;1991;9.5;0;6;0;0;0.63;0;0;;22.3;0;0;0;0.2;0.2;0.04;-0.2;-0.2;21;2.21;19;0;0;0;0;2;5;0.53;4;0;0;0;0;1
258;Jorginho;it ITA;MF;Chelsea;30;1991;14.2;2;3;1;33.3;0.21;0.07;0;0;34.1;0;2;2;1.7;0.1;0.04;0.3;-0.1;29;2.04;29;0;0;0;0;0;2;0.14;2;0;0;0;0;0
259;Mateo Joseph;es ESP;FW,MF;Leeds United;18;2003;0.3;0;1;1;100;3.46;3.46;0;0;15.4;0;0;0;0.1;0.1;0.12;-0.1;-0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260;Diogo Jota;pt POR;FW;Liverpool;25;1996;12.6;7;35;11;31.4;2.79;0.88;0.2;0.64;11.7;0;0;0;6.5;6.5;0.19;0.5;0.5;33;2.63;23;0;3;5;2;0;5;0.4;4;0;1;0;0;0
261;Hamed Junior Traor?;ci CIV;FW,MF;Bournemouth;22;2000;4.7;0;6;0;0;1.26;0;0;;17.1;1;0;0;0.9;0.9;0.15;-0.9;-0.9;20;4.22;12;7;1;0;0;0;1;0.21;1;0;0;0;0;0
262;James Justin;eng ENG;DF;Leicester City;24;1998;13.9;0;5;0;0;0.36;0;0;;23.4;0;0;0;0.3;0.3;0.06;-0.3;-0.3;21;1.51;17;0;2;0;2;0;2;0.14;0;0;1;0;1;0
263;Mathias J?rgensen;dk DEN;DF;Brentford;32;1990;12.3;0;5;1;20;0.41;0.08;0;0;7.8;0;0;0;0.9;0.9;0.18;-0.9;-0.9;9;0.73;5;4;0;0;0;0;1;0.08;0;1;0;0;0;0
264;Sasa Kalajdzic;at AUT;FW;Wolves;25;1997;0.5;0;1;0;0;2;0;0;;4.4;0;0;0;0.3;0.3;0.27;-0.3;-0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;Boubacar Kamara;fr FRA;MF;Aston Villa;22;1999;19.7;0;4;1;25;0.2;0.05;0;0;29.7;0;0;0;0.2;0.2;0.05;-0.2;-0.2;23;1.17;19;0;1;0;3;0;4;0.2;2;0;1;0;1;0
266;Harry Kane;eng ENG;FW;Tottenham;29;1993;37.8;30;124;54;43.5;3.28;1.43;0.2;0.46;16;4;5;6;21.4;16.7;0.13;8.6;8.3;131;3.46;89;2;13;12;12;3;18;0.48;10;0;2;3;3;0
267;N'Golo Kanté;fr FRA;MF;Chelsea;31;1991;5.8;0;8;1;12.5;1.39;0.17;0;0;20.9;0;0;0;0.3;0.3;0.04;-0.3;-0.3;24;4.17;22;0;1;1;0;0;2;0.35;2;0;0;0;0;0
268;Michael Keane;eng ENG;DF;Everton;29;1993;10.9;1;14;4;28.6;1.28;0.37;0.07;0.25;12.9;0;0;0;1.3;1.3;0.1;-0.3;-0.3;10;0.91;8;0;0;1;1;0;2;0.18;2;0;0;0;0;0
269;Neeskens Kebano;cd COD;FW;Fulham;30;1992;8.5;0;9;2;22.2;1.06;0.24;0;0;15.2;0;0;0;0.5;0.5;0.05;-0.5;-0.5;24;2.83;16;2;0;2;3;1;5;0.59;4;0;0;1;0;0
270;Thilo Kehrer;de GER;DF;West Ham;25;1996;24.8;0;8;1;12.5;0.32;0.04;0;0;18.4;0;0;0;0.5;0.5;0.06;-0.5;-0.5;24;0.97;17;4;0;3;0;0;4;0.16;2;1;0;1;0;0
271;Naby Ke?ta;gn GUI;MF;Liverpool;27;1995;3.3;0;10;0;0;3.07;0;0;;20.6;0;0;0;0.6;0.6;0.06;-0.6;-0.6;12;3.67;10;0;0;2;0;0;0;0;0;0;0;0;0;0
272;Caoimhín Kelleher;ie IRL;GK;Liverpool;23;1998;1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
273;Lloyd Kelly;eng ENG;DF;Bournemouth;23;1998;22.7;0;3;0;0;0.13;0;0;;8.9;0;0;0;0.2;0.2;0.06;-0.2;-0.2;16;0.71;13;1;0;1;1;0;2;0.09;2;0;0;0;0;0
274;Max Kilman;eng ENG;DF;Wolves;25;1997;36.7;0;14;0;0;0.38;0;0;;10.1;0;0;0;1.3;1.3;0.1;-1.3;-1.3;23;0.63;20;0;0;2;1;0;2;0.05;1;0;0;1;0;0
275;Jakub Kiwior;pl POL;DF;Arsenal;22;2000;4.7;1;1;1;100;0.21;0.21;1;1;10;0;0;0;0.1;0.1;0.09;0.9;0.9;1;0.21;1;0;0;0;0;0;0;0;0;0;0;0;0;0
276;Mateusz Klich;pl POL;MF,FW;Leeds United;32;1990;3.1;0;4;1;25;1.29;0.32;0;0;21.7;0;0;0;0.2;0.2;0.04;-0.2;-0.2;7;2.26;7;0;0;0;0;0;0;0;0;0;0;0;0;0
277;Robin Koch;de GER;DF;Leeds United;26;1996;35.3;0;17;4;23.5;0.48;0.11;0;0;11.1;0;0;0;1.5;1.5;0.09;-1.5;-1.5;15;0.43;11;2;0;2;0;0;2;0.06;2;0;0;0;0;0
278;Ibrahima Konaté;fr FRA;DF;Liverpool;23;1999;17.2;0;11;3;27.3;0.64;0.17;0;0;9.7;0;0;0;1.1;1.1;0.1;-1.1;-1.1;17;0.99;12;0;1;2;1;1;1;0.06;1;0;0;0;0;0
279;Ezri Konsa;eng ENG;DF;Aston Villa;24;1997;36.9;0;8;0;0;0.22;0;0;;8;0;0;0;1.1;1.1;0.13;-1.1;-1.1;15;0.41;13;0;0;1;1;0;2;0.05;2;0;0;0;0;0
280;Kalidou Koulibaly;sn SEN;DF;Chelsea;31;1991;20;2;11;4;36.4;0.55;0.2;0.18;0.5;12;0;0;0;0.9;0.9;0.09;1.1;1.1;21;1.05;17;0;0;2;0;2;3;0.15;3;0;0;0;0;0
281;Cheikhou Kouyaté;sn SEN;MF;Nott'ham Forest;32;1989;9.8;1;6;5;83.3;0.61;0.51;0.17;0.2;19.4;0;0;0;0.4;0.4;0.06;0.6;0.6;10;1.02;10;0;0;0;0;0;0;0;0;0;0;0;0;0
282;Mateo Kovaèiæ;hr CRO;MF;Chelsea;28;1994;19;1;23;1;4.3;1.21;0.05;0.04;1;22.1;0;0;0;1.8;1.8;0.08;-0.8;-0.8;62;3.27;53;1;2;4;0;2;3;0.16;3;0;0;0;0;0
283;Emil Krafth;se SWE;DF;Newcastle Utd;27;1994;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
284;Rasmus Kristensen;dk DEN;DF;Leeds United;25;1997;21.8;3;13;5;38.5;0.6;0.23;0.23;0.6;15.2;0;0;0;0.8;0.8;0.06;2.2;2.2;35;1.61;30;1;2;1;0;1;3;0.14;2;0;1;0;0;0
285;Dejan Kulusevski;se SWE;MF,FW;Tottenham;22;2000;23;2;43;10;23.3;1.87;0.44;0.05;0.2;17.6;0;0;0;2.5;2.5;0.06;-0.5;-0.5;97;4.22;71;5;15;5;0;1;11;0.48;9;1;1;0;0;0
286;Layvin Kurzawa;fr FRA;DF;Fulham;29;1992;1.5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
287;Adam Lallana;eng ENG;MF,FW;Brighton;34;1988;8;2;8;5;62.5;1;0.62;0.25;0.4;13.3;0;0;0;0.9;0.9;0.11;1.1;1.1;22;2.75;22;0;0;0;0;0;2;0.25;2;0;0;0;0;0
288;Tariq Lamptey;gh GHA;DF;Brighton;21;2000;5;0;5;0;0;0.99;0;0;;20.1;0;0;0;0.2;0.2;0.04;-0.2;-0.2;14;2.78;12;0;1;0;1;0;0;0;0;0;0;0;0;0
289;Manuel Lanzini;ar ARG;MF,FW;West Ham;29;1993;2.8;1;3;1;33.3;1.07;0.36;0.33;1;23.1;0;0;0;0.5;0.5;0.18;0.5;0.5;4;1.43;3;0;0;1;0;0;0;0;0;0;0;0;0;0
290;Aymeric Laporte;es ESP;DF;Manchester City;28;1994;11;0;10;1;10;0.91;0.09;0;0;14.9;0;0;0;0.5;0.5;0.05;-0.5;-0.5;17;1.54;16;0;0;1;0;0;0;0;0;0;0;0;0;0
291;Juan Larios;es ESP;DF;Southampton;18;2004;1.7;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;0.59;1;0;0;0;0;0;1;0.59;1;0;0;0;0;0
292;Jamaal Lascelles;eng ENG;DF;Newcastle Utd;28;1993;2.4;0;2;0;0;0.83;0;0;;9.7;0;0;0;0.1;0.1;0.05;-0.1;-0.1;1;0.41;0;0;0;1;0;0;0;0;0;0;0;0;0;0
293;Roméo Lavia;be BEL;MF;Southampton;18;2004;24.7;1;12;3;25;0.49;0.12;0.08;0.33;27;0;0;0;0.4;0.4;0.03;0.6;0.6;41;1.66;31;2;3;1;3;1;3;0.12;1;0;0;0;1;1
294;Dexter Lembikisa;jm JAM;DF;Wolves;18;2003;0.3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;3.91;1;0;0;0;0;0;0;0;0;0;0;0;0;0
295;Mario Lemina;ga GAB;MF;Wolves;28;1993;14.4;0;9;2;22.2;0.62;0.14;0;0;27.4;0;0;0;0.3;0.3;0.03;-0.3;-0.3;8;0.55;6;0;0;0;0;2;2;0.14;1;0;0;0;0;1
296;Clément Lenglet;fr FRA;DF;Tottenham;27;1995;22.4;0;13;2;15.4;0.58;0.09;0;0;15.5;0;0;0;1;1;0.07;-1;-1;23;1.03;20;1;0;0;1;1;5;0.22;5;0;0;0;0;0
297;Bernd Leno;de GER;GK;Fulham;30;1992;36;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;0.06;2;0;0;0;0;0;0;0;0;0;0;0;0;0
298;Jefferson Lerma;co COL;MF;Bournemouth;27;1994;36.1;5;35;10;28.6;0.97;0.28;0.14;0.5;17.6;0;0;0;2.6;2.6;0.07;2.4;2.4;46;1.27;41;2;0;2;1;0;1;0.03;1;0;0;0;0;0
299;Jamal Lewis;nir NIR;DF,FW;Newcastle Utd;24;1998;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300;Rico Lewis;eng ENG;DF,MF;Manchester City;17;2004;10;0;5;2;40;0.5;0.2;0;0;21.1;0;0;0;0.2;0.2;0.04;-0.2;-0.2;27;2.69;24;1;0;1;1;0;0;0;0;0;0;0;0;0
301;Keane Lewis-Potter;eng ENG;FW,MF;Brentford;21;2001;3.6;0;7;2;28.6;1.96;0.56;0;0;14.1;0;0;0;0.5;0.5;0.07;-0.5;-0.5;8;2.24;2;0;2;4;0;0;2;0.56;0;0;0;2;0;0
302;Victor Lindelöf;se SWE;DF;Manchester Utd;28;1994;15.2;0;3;0;0;0.2;0;0;;7.9;0;0;0;0.3;0.3;0.09;-0.3;-0.3;6;0.4;6;0;0;0;0;0;0;0;0;0;0;0;0;0
303;Jesse Lingard;eng ENG;FW,MF;Nott'ham Forest;29;1992;10.3;0;10;2;20;0.98;0.2;0;0;19.3;0;0;0;1;1;0.1;-1;-1;25;2.44;18;1;2;3;1;0;2;0.2;1;0;0;1;0;0
304;Valentino Livramento;eng ENG;DF,FW;Southampton;19;2002;0.3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
305;Diego Llorente;es ESP;DF;Leeds United;28;1993;7.2;0;6;0;0;0.83;0;0;;12.5;0;0;0;0.7;0.7;0.12;-0.7;-0.7;6;0.83;5;0;0;1;0;0;1;0.14;1;0;0;0;0;0
306;Hugo Lloris;fr FRA;GK;Tottenham;35;1986;24.5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;5;0.2;5;0;0;0;0;0;0;0;0;0;0;0;0;0
307;Renan Lodi;br BRA;DF;Nott'ham Forest;24;1998;24.6;0;15;0;0;0.61;0;0;;19.9;2;0;0;1;1;0.06;-1;-1;30;1.22;22;6;0;1;1;0;4;0.16;3;0;0;1;0;0
308;Ruben Loftus-Cheek;eng ENG;MF,DF;Chelsea;26;1996;17.1;0;9;2;22.2;0.53;0.12;0;0;18.6;0;0;0;0.8;0.8;0.09;-0.8;-0.8;36;2.11;31;0;3;1;1;0;4;0.23;4;0;0;0;0;0
309;Sean Longstaff;eng ENG;MF;Newcastle Utd;24;1997;28;1;33;7;21.2;1.18;0.25;0.03;0.14;16;0;0;0;3.6;3.6;0.11;-2.6;-2.6;62;2.22;46;1;2;7;6;0;6;0.21;4;0;0;1;1;0
310;Jamal Lowe;jm JAM;MF,FW;Bournemouth;28;1994;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
311;Douglas Luiz;br BRA;MF;Aston Villa;24;1998;32.5;6;34;12;35.3;1.05;0.37;0.18;0.5;25;7;0;0;2.8;2.8;0.08;3.2;3.2;96;2.95;61;26;4;1;1;3;12;0.37;9;1;0;0;0;2
312;Saša Lukiæ;rs SRB;MF;Fulham;25;1996;4.6;0;5;1;20;1.09;0.22;0;0;27.1;0;0;0;0.1;0.1;0.02;-0.1;-0.1;5;1.09;4;0;0;0;0;1;1;0.22;0;0;0;0;0;1
313;Lyanco;br BRA;DF;Southampton;25;1997;13.1;1;12;4;33.3;0.92;0.31;0.08;0.25;19.1;0;0;0;0.6;0.6;0.05;0.4;0.4;9;0.69;6;1;1;1;0;0;0;0;0;0;0;0;0;0
314;Alexis Mac Allister;ar ARG;MF;Brighton;23;1998;32.1;10;80;28;35;2.49;0.87;0.05;0.14;22.5;8;6;6;12.1;7.3;0.09;-2.1;-3.3;106;3.31;76;7;9;8;4;2;8;0.25;7;0;1;0;0;0
315;James Maddison;eng ENG;MF,FW;Leicester City;25;1996;27.6;10;83;27;32.5;3.01;0.98;0.11;0.33;21.1;13;1;2;8.7;6.6;0.08;1.3;2.4;138;5.01;76;29;12;7;12;2;13;0.47;10;1;1;0;1;0
316;Noni Madueke;eng ENG;FW;Chelsea;20;2002;7.1;1;12;6;50;1.68;0.84;0.08;0.17;15.6;0;0;0;0.9;0.9;0.08;0.1;0.1;24;3.36;19;0;4;1;0;0;1;0.14;1;0;0;0;0;0
317;Gabriel Magalh?es;br BRA;DF;Arsenal;24;1997;37.9;3;32;9;28.1;0.84;0.24;0.09;0.33;11.9;0;0;0;5.1;5.1;0.16;-2.1;-2.1;24;0.63;21;0;0;2;0;1;2;0.05;2;0;0;0;0;0
318;Harry Maguire;eng ENG;DF;Manchester Utd;29;1993;8.5;0;3;0;0;0.35;0;0;;9;0;0;0;0.3;0.3;0.12;-0.3;-0.3;5;0.59;5;0;0;0;0;0;1;0.12;1;0;0;0;0;0
319;Riyad Mahrez;dz ALG;FW,MF;Manchester City;31;1991;21.3;5;42;12;28.6;1.97;0.56;0.1;0.33;17.2;7;1;1;5.6;4.8;0.11;-0.6;-0.8;116;5.44;74;17;7;10;6;2;21;0.98;13;2;2;3;0;1
320;Kobbie Mainoo;eng ENG;MF;Manchester Utd;17;2005;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;16.36;2;0;0;0;0;0;0;0;0;0;0;0;0;0
321;Ainsley Maitland-Niles;eng ENG;DF,MF;Southampton;24;1997;15.6;0;1;1;100;0.06;0.06;0;0;31.4;0;0;0;0;0;0.02;0;0;24;1.54;22;0;1;0;1;0;2;0.13;1;0;0;0;1;0
322;Tyrell Malacia;nl NED;DF;Manchester Utd;22;1999;15.5;0;5;2;40;0.32;0.13;0;0;22.1;0;0;0;0.2;0.2;0.05;-0.2;-0.2;19;1.22;19;0;0;0;0;0;0;0;0;0;0;0;0;0
323;Orel Mangala;be BEL;MF;Nott'ham Forest;24;1998;17.2;1;9;3;33.3;0.52;0.17;0.11;0.33;20.7;0;0;0;0.6;0.6;0.06;0.4;0.4;13;0.76;11;0;0;0;2;0;1;0.06;1;0;0;0;0;0
324;Javier Manquillo;es ESP;DF;Newcastle Utd;28;1994;0.4;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;2.43;0;0;0;0;0;1;1;2.43;0;0;0;0;0;1
325;Sekou Mara;fr FRA;FW,MF;Southampton;20;2002;6.2;1;17;4;23.5;2.76;0.65;0.06;0.25;16.2;0;0;0;1;1;0.06;0;0;12;1.95;8;0;3;0;0;1;3;0.49;2;0;1;0;0;0
326;Solly March;eng ENG;FW,DF;Brighton;28;1994;30.2;7;74;31;41.9;2.45;1.03;0.09;0.23;16.2;1;0;0;8.1;8.1;0.11;-1.1;-1.1;140;4.64;91;15;19;9;4;2;14;0.46;10;1;1;2;0;0
327;Emiliano Marcondes;dk DEN;MF;Bournemouth;27;1995;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;Marquinhos;br BRA;MF;Arsenal;19;2003;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
329;Anthony Martial;fr FRA;FW;Manchester Utd;26;1995;10.9;6;26;12;46.2;2.39;1.1;0.19;0.42;13.2;0;1;1;6.2;5.5;0.21;-0.2;-0.5;28;2.58;22;0;1;3;1;1;5;0.46;2;0;1;1;1;0
330;Gabriel Martinelli;br BRA;FW;Arsenal;21;2001;31;15;79;30;38;2.55;0.97;0.19;0.5;15.4;2;0;0;9.1;9.1;0.12;5.9;5.9;127;4.1;89;8;12;12;4;2;17;0.55;10;0;2;5;0;0
331;Emiliano Martínez;ar ARG;GK;Aston Villa;29;1992;34.9;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;5;0.14;3;2;0;0;0;0;0;0;0;0;0;0;0;0
332;Lisandro Martínez;ar ARG;DF;Manchester Utd;24;1998;23.5;1;10;1;10;0.43;0.04;0.1;1;14.8;0;0;0;0.5;0.5;0.05;0.5;0.5;18;0.77;16;0;0;1;0;1;1;0.04;1;0;0;0;0;0
333;Pape Matar Sarr;sn SEN;MF,FW;Tottenham;19;2002;2.4;0;2;0;0;0.83;0;0;;27.3;0;0;0;0.1;0.1;0.03;-0.1;-0.1;4;1.65;4;0;0;0;0;0;2;0.83;2;0;0;0;0;0
334;Jean-Philippe Mateta;fr FRA;FW;Crystal Palace;25;1997;8.6;2;27;7;25.9;3.16;0.82;0.07;0.29;12.2;0;0;0;3.4;3.4;0.13;-1.4;-1.4;8;0.94;3;0;0;3;2;0;1;0.12;0;0;0;0;1;0
335;Joël Matip;cm CMR;DF;Liverpool;30;1991;12.1;1;5;3;60;0.41;0.25;0.2;0.33;8.3;0;0;0;0.7;0.7;0.17;0.3;0.3;16;1.32;14;0;0;2;0;0;0;0;0;0;0;0;0;0
336;Neal Maupay;fr FRA;FW;Everton;25;1996;12.4;1;32;13;40.6;2.58;1.05;0.03;0.08;14.3;0;0;0;4.8;4.8;0.15;-3.8;-3.8;18;1.45;12;0;1;2;3;0;1;0.08;1;0;0;0;0;0
337;Kevin Mbabu;ch SUI;DF,FW;Fulham;27;1995;1.6;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;3;1.87;2;0;1;0;0;0;1;0.62;1;0;0;0;0;0
338;Bryan Mbeumo;cm CMR;FW;Brentford;22;1999;32.3;9;70;32;45.7;2.17;0.99;0.11;0.25;16.3;1;1;1;9.6;8.8;0.13;-0.6;-0.8;97;3;62;27;7;0;1;0;15;0.46;12;2;1;0;0;0
339;James McArthur;sct SCO;MF;Crystal Palace;34;1987;0.6;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
340;Alex McCarthy;eng ENG;GK;Southampton;32;1989;6;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;0.17;1;0;0;0;0;0;0;0;0;0;0;0;0;0
341;John McGinn;sct SCO;MF,FW;Aston Villa;27;1994;29.9;1;42;11;26.2;1.4;0.37;0.02;0.09;23.6;0;0;0;2.4;2.4;0.06;-1.4;-1.4;80;2.67;56;10;5;3;5;1;10;0.33;7;1;0;0;2;0
342;Scott McKenna;sct SCO;DF;Nott'ham Forest;25;1996;17.5;0;2;0;0;0.11;0;0;;8.2;0;0;0;0.1;0.1;0.04;-0.1;-0.1;10;0.57;10;0;0;0;0;0;1;0.06;1;0;0;0;0;0
343;Weston McKennie;us USA;MF;Leeds United;23;1998;16;0;13;2;15.4;0.81;0.13;0;0;15.9;0;0;0;0.8;0.8;0.06;-0.8;-0.8;29;1.82;25;3;0;1;0;0;3;0.19;2;1;0;0;0;0
344;Dwight McNeil;eng ENG;FW,MF;Everton;22;1999;27.8;7;46;15;32.6;1.66;0.54;0.15;0.47;20.5;1;0;0;3.5;3.5;0.08;3.5;3.5;108;3.89;53;36;9;6;2;2;12;0.43;4;3;3;0;1;1
345;Scott McTominay;sct SCO;MF;Manchester Utd;25;1996;12.9;1;13;6;46.2;1.01;0.47;0.08;0.17;14.9;0;0;0;1.9;1.9;0.15;-0.9;-0.9;23;1.78;18;0;1;2;2;0;0;0;0;0;0;0;0;0
