Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def
556;Neco Williams;wls WAL;DF;Nott'ham Forest;23;2001;28.8;1;37;7;18.9;1.28;0.24;0.03;0.14;20.2;1;0;0;2.3;2.3;0.06;-1.3;-1.3;51;1.77;37;6;0;5;3;0;6;0.21;4;1;0;1;0;0
557;Willian;br BRA;FW,MF;Fulham;35;1988;2.9;0;7;0;0;2.45;0;0;;22.1;0;0;0;0.3;0.3;0.04;-0.3;-0.3;17;5.93;11;4;0;2;0;0;0;0;0;0;0;0;0;0
558;Joe Willock;eng ENG;MF,FW;Newcastle Utd;24;1999;12.1;0;18;3;16.7;1.49;0.25;0;0;15.1;0;0;0;1.6;1.6;0.09;-1.6;-1.6;45;3.73;36;0;3;3;1;2;4;0.33;4;0;0;0;0;0
559;Callum Wilson;eng ENG;FW;Newcastle Utd;32;1992;4.1;0;6;1;16.7;1.46;0.24;0;0;15.4;0;0;0;0.4;0.4;0.06;-0.4;-0.4;10;2.43;7;0;0;1;1;1;0;0;0;0;0;0;0;0
560;Harry Wilson;wls WAL;FW,MF;Fulham;27;1997;12.9;6;43;17;39.5;3.33;1.32;0.14;0.35;18;1;0;0;4.2;4.2;0.1;1.8;1.8;44;3.41;30;6;0;5;2;1;3;0.23;2;0;0;0;1;0
561;Harry Winks;eng ENG;MF;Leicester City;28;1996;17.1;0;10;4;40;0.59;0.23;0;0;29.2;0;0;0;0.2;0.2;0.02;-0.2;-0.2;39;2.28;29;7;1;1;1;0;3;0.18;2;1;0;0;0;0
562;Ben Winterburn;eng ENG;MF,FW;Bournemouth;19;2004;0.3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
563;Yoane Wissa;cd COD;FW;Brentford;27;1996;32.4;19;90;41;45.6;2.77;1.26;0.21;0.46;13.2;0;0;0;18.5;18.5;0.21;0.5;0.5;69;2.13;40;1;4;13;10;1;10;0.31;8;0;0;1;1;0
564;Chris Wood;nz NZL;FW;Nott'ham Forest;32;1991;32.9;20;65;32;49.2;1.98;0.97;0.26;0.53;13.5;0;3;3;13.4;11;0.17;6.6;6;44;1.34;36;0;2;4;0;2;5;0.15;4;0;0;0;0;1
565;Nathan Wood-Gordon;eng ENG;DF;Southampton;22;2002;8.6;0;2;0;0;0.23;0;0;;5.9;0;0;0;0.2;0.2;0.12;-0.2;-0.2;3;0.35;3;0;0;0;0;0;0;0;0;0;0;0;0;0
566;Luke Woolfenden;eng ENG;DF;Ipswich Town;25;1998;13.2;0;1;0;0;0.08;0;0;;12.9;0;0;0;0;0;0.03;0;0;2;0.15;2;0;0;0;0;0;0;0;0;0;0;0;0;0
567;Yehor Yarmoliuk;ua UKR;MF;Brentford;20;2004;16.1;0;9;2;22.2;0.56;0.12;0;0;15.9;0;0;0;0.6;0.6;0.07;-0.6;-0.6;26;1.62;21;0;2;1;1;1;2;0.12;2;0;0;0;0;0
568;Ryan Yates;eng ENG;MF;Nott'ham Forest;26;1997;21.3;2;33;9;27.3;1.55;0.42;0.06;0.22;19.6;0;0;0;2.3;2.3;0.07;-0.3;-0.3;38;1.78;26;1;1;6;2;2;3;0.14;2;0;0;1;0;0
569;Leny Yoro;fr FRA;DF;Manchester Utd;18;2005;12.9;0;5;1;20;0.39;0.08;0;0;8.6;0;0;0;0.7;0.7;0.15;-0.7;-0.7;9;0.7;6;0;0;2;0;1;0;0;0;0;0;0;0;0
570;Ashley Young;eng ENG;DF;Everton;39;1985;20.8;1;6;3;50;0.29;0.14;0.17;0.33;24.5;3;0;0;0.3;0.3;0.04;0.7;0.7;47;2.25;34;8;0;1;2;2;6;0.29;4;0;0;1;0;1
571;Illia Zabarnyi;ua UKR;DF;Bournemouth;21;2002;34.5;0;12;1;8.3;0.35;0.03;0;0;9.8;0;0;0;1.3;1.3;0.11;-1.3;-1.3;29;0.84;26;1;0;0;0;2;1;0.03;1;0;0;0;0;0
572;Oleksandr Zinchenko;ua UKR;DF,MF;Arsenal;27;1996;5.9;0;10;0;0;1.71;0;0;;19.6;1;0;0;0.6;0.6;0.07;-0.6;-0.6;22;3.76;17;1;1;2;1;0;2;0.34;2;0;0;0;0;0
573;Joshua Zirkzee;nl NED;FW,MF;Manchester Utd;23;2001;15.6;3;28;11;39.3;1.8;0.71;0.11;0.27;13.1;0;0;0;4.8;4.8;0.17;-1.8;-1.8;31;1.99;28;0;0;2;1;0;3;0.19;1;0;0;1;1;0
574;Martin ?degaard;no NOR;MF;Arsenal;25;1998;25.8;3;48;15;31.3;1.86;0.58;0.04;0.13;19.2;3;1;1;4.8;4;0.08;-1.8;-2;124;4.8;101;13;3;5;2;0;18;0.7;14;2;1;1;0;0
