Rk;Player;Nation;Pos;Squad;Age;Born;90s;Gls;Sh;SoT;SoT%;Sh/90;SoT/90;G/Sh;G/SoT;Dist;FK;PK;PKatt;xG;npxG;npxG/Sh;G-xG;np:G-xG;SCA;SCA90;PassLive;PassDead;TO;Sh;Fld;Def;GCA;GCA90;PassLive;PassDead;TO;Sh;Fld;Def
440;Jay Robinson;eng ENG;MF,FW;Southampton;17;2007;1.5;0;1;1;100;0.66;0.66;0;0;13.2;0;0;0;0;0;0.05;0;0;8;5.26;4;0;3;1;0;0;1;0.66;0;0;0;1;0;0
441;Rodri;es ESP;MF;Manchester City;28;1996;0.8;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;2.47;2;0;0;0;0;0;0;0;0;0;0;0;0;0
442;Guido Rodríguez;ar ARG;MF;West Ham;30;1994;12.8;0;8;1;12.5;0.63;0.08;0;0;27.8;0;0;0;0.2;0.2;0.03;-0.2;-0.2;12;0.94;10;0;0;2;0;0;1;0.08;1;0;0;0;0;0
443;Mads Roerslev;dk DEN;DF;Brentford;25;1999;12.2;0;5;2;40;0.41;0.16;0;0;20.8;0;0;0;0.2;0.2;0.04;-0.2;-0.2;21;1.72;18;0;1;1;1;0;2;0.16;2;0;0;0;0;0
444;Morgan Rogers;eng ENG;FW,MF;Aston Villa;22;2002;34.6;8;55;20;36.4;1.59;0.58;0.15;0.4;15.9;0;0;0;6.6;6.6;0.12;1.4;1.4;105;3.04;80;0;13;7;5;0;16;0.46;14;0;1;0;1;0
445;Cristian Romero;ar ARG;DF;Tottenham;26;1998;15.7;1;16;8;50;1.02;0.51;0.06;0.13;9.1;0;0;0;1.6;1.6;0.1;-0.6;-0.6;20;1.27;16;0;0;4;0;0;4;0.25;3;0;0;1;0;0
446;Georginio Rutter;fr FRA;MF,FW;Brighton;22;2002;18.4;5;50;12;24;2.72;0.65;0.1;0.42;15.5;0;0;0;4.6;4.6;0.09;0.4;0.4;64;3.47;37;0;9;7;9;2;8;0.43;3;0;3;1;1;0
447;José Sá;pt POR;GK;Wolves;31;1993;29;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;5;0.17;5;0;0;0;0;0;0;0;0;0;0;0;0;0
448;Bukayo Saka;eng ENG;FW,MF;Arsenal;22;2001;19.2;6;66;22;33.3;3.44;1.15;0.08;0.23;15.6;1;1;1;6.8;6;0.09;-0.8;-1;117;6.09;71;20;12;10;4;0;23;1.2;14;5;2;1;1;0
449;Mohamed Salah;eg EGY;FW;Liverpool;32;1992;37.5;29;121;50;41.3;3.23;1.33;0.17;0.4;14.5;1;9;9;25.2;18.2;0.15;3.8;1.8;169;4.51;123;2;22;14;5;3;27;0.72;20;0;5;2;0;0
450;William Saliba;fr FRA;DF;Arsenal;23;2001;33.8;2;6;2;33.3;0.18;0.06;0.33;1;5.4;0;0;0;2.3;2.3;0.38;-0.3;-0.3;27;0.8;25;0;0;1;0;1;1;0.03;1;0;0;0;0;0
451;Robert Sánchez;es ESP;GK;Chelsea;26;1997;32;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;7;0.22;6;1;0;0;0;0;2;0.06;1;1;0;0;0;0
452;Jadon Sancho;eng ENG;FW;Chelsea;24;2000;19.6;3;24;8;33.3;1.22;0.41;0.13;0.38;15.1;0;0;0;2.2;2.2;0.09;0.8;0.8;70;3.57;63;0;3;1;3;0;10;0.51;9;0;0;0;1;0
453;Ibrahim Sangaré;ci CIV;MF;Nott'ham Forest;26;1997;6.6;0;1;1;100;0.15;0.15;0;0;32;0;0;0;0;0;0.02;0;0;8;1.22;7;0;0;1;0;0;0;0;0;0;0;0;0;0
454;Pablo Sarabia;es ESP;MF,FW;Wolves;32;1992;9;3;17;8;47.1;1.88;0.88;0.18;0.38;18.9;2;0;0;2.9;2.9;0.17;0.1;0.1;28;3.1;20;6;2;0;0;0;5;0.55;4;0;1;0;0;0
455;Jeremy Sarmiento;ec ECU;MF;Brighton;22;2002;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;Ismaila Sarr;sn SEN;MF;Crystal Palace;26;1998;30.1;8;59;29;49.2;1.96;0.96;0.14;0.28;13.2;0;0;0;10.7;10.7;0.19;-2.7;-2.7;110;3.65;81;0;6;9;14;0;12;0.4;9;0;1;0;2;0
457;Sávio;br BRA;FW,MF;Manchester City;20;2004;19.6;1;55;21;38.2;2.8;1.07;0.02;0.05;17.6;1;0;0;5;5;0.09;-4;-4;111;5.66;80;2;15;4;7;3;15;0.76;10;0;2;1;1;1
458;Oliver Scarles;eng ENG;DF,FW;West Ham;18;2005;7.4;0;3;0;0;0.41;0;0;;20.2;0;0;0;0.1;0.1;0.04;-0.1;-0.1;6;0.81;6;0;0;0;0;0;0;0;0;0;0;0;0;0
459;Dane Scarlett;eng ENG;FW,MF;Tottenham;20;2004;0.4;0;1;1;100;2.65;2.65;0;0;13.9;0;0;0;0;0;0.04;0;0;1;2.65;1;0;0;0;0;0;1;2.65;1;0;0;0;0;0
460;Kevin Schade;de GER;FW;Brentford;22;2001;25.5;11;55;27;49.1;2.16;1.06;0.2;0.41;11.5;0;0;0;8.2;8.2;0.15;2.8;2.8;57;2.24;35;6;6;4;5;1;9;0.35;5;0;1;3;0;0
461;Fabian Schär;ch SUI;DF;Newcastle Utd;32;1991;32.6;4;40;11;27.5;1.23;0.34;0.1;0.36;19.8;5;0;0;3.7;3.7;0.09;0.3;0.3;37;1.13;26;1;1;3;2;4;4;0.12;2;0;0;2;0;0
462;Jeffrey Schlupp;gh GHA;MF,DF;Crystal Palace;31;1992;1.1;0;4;2;50;3.5;1.75;0;0;17.7;0;0;0;0.2;0.2;0.04;-0.2;-0.2;7;6.06;5;0;1;1;0;0;0;0;0;0;0;0;0;0
463;Alex Scott;eng ENG;MF;Bournemouth;20;2003;8.4;0;15;6;40;1.79;0.72;0;0;21.1;1;0;0;0.7;0.7;0.05;-0.7;-0.7;29;3.45;19;2;0;2;3;3;2;0.24;2;0;0;0;0;0
464;Matz Sels;be BEL;GK;Nott'ham Forest;32;1992;38;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;6;0.16;3;3;0;0;0;0;0;0;0;0;0;0;0;0
465;Nélson Semedo;pt POR;DF;Wolves;30;1993;32.1;0;18;7;38.9;0.56;0.22;0;0;23.9;0;0;0;0.9;0.9;0.05;-0.9;-0.9;60;1.87;44;1;8;1;3;3;6;0.19;6;0;0;0;0;0
466;Antoine Semenyo;gh GHA;FW;Bournemouth;24;2000;35.6;11;125;40;32;3.51;1.12;0.09;0.28;17;0;0;0;10;10;0.08;1;1;132;3.71;85;4;21;15;5;2;13;0.37;7;1;2;1;2;0
467;Marcos Senesi;ar ARG;DF;Bournemouth;27;1997;12.3;0;3;0;0;0.24;0;0;;7.9;0;0;0;0.8;0.8;0.28;-0.8;-0.8;16;1.3;16;0;0;0;0;0;1;0.08;1;0;0;0;0;0
468;Ryan Sessegnon;eng ENG;FW,DF;Fulham;24;2000;6.4;4;14;8;57.1;2.17;1.24;0.29;0.5;12.8;0;0;0;1.6;1.6;0.12;2.4;2.4;24;3.72;20;0;1;2;1;0;4;0.62;4;0;0;0;0;0
469;Luke Shaw;eng ENG;DF;Manchester Utd;29;1995;3.9;0;1;0;0;0.26;0;0;;23.1;0;0;0;0;0;0.03;0;0;10;2.58;8;2;0;0;0;0;0;0;0;0;0;0;0;0
470;Zain Silcott-Duberry;ms MSR;FW;Bournemouth;19;2005;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
471;Bernardo Silva;pt POR;MF,FW;Manchester City;29;1994;29.7;4;32;11;34.4;1.08;0.37;0.13;0.36;12.4;0;0;0;3.9;3.9;0.12;0.1;0.1;92;3.1;81;3;4;1;3;0;8;0.27;8;0;0;0;0;0
472;Jota Silva;pt POR;FW,MF;Nott'ham Forest;24;1999;9.5;3;23;7;30.4;2.42;0.74;0.13;0.43;14.5;0;0;0;2.1;2.1;0.09;0.9;0.9;29;3.06;22;0;1;3;3;0;3;0.32;2;0;0;0;1;0
473;Eric da Silva Moreira;de GER;MF,DF;Nott'ham Forest;18;2006;0.3;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
474;Jahmai Simpson-Pusey;eng ENG;DF;Manchester City;18;2005;1.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
475;Luis Sinisterra;co COL;FW,MF;Bournemouth;25;1999;2.6;1;13;6;46.2;4.96;2.29;0.08;0.17;14.8;0;0;0;1.2;1.2;0.09;-0.2;-0.2;14;5.29;11;0;1;2;0;0;1;0.38;1;0;0;0;0;0
476;Oliver Skipp;eng ENG;MF;Leicester City;23;2000;12.5;0;5;1;20;0.4;0.08;0;0;19.4;0;0;0;0.4;0.4;0.07;-0.4;-0.4;15;1.2;13;1;0;0;1;0;0;0;0;0;0;0;0;0
477;William Smallbone;ie IRL;MF;Southampton;24;2000;7.7;1;7;1;14.3;0.91;0.13;0.14;1;17.6;1;0;0;0.6;0.6;0.08;0.4;0.4;16;2.09;12;3;0;1;0;0;0;0;0;0;0;0;0;0
478;Adam Smith;eng ENG;DF;Bournemouth;33;1991;17.7;0;3;0;0;0.17;0;0;;16.9;0;0;0;0.7;0.7;0.22;-0.7;-0.7;23;1.3;17;1;1;0;3;1;2;0.11;1;0;0;0;1;0
479;Emile Smith Rowe;eng ENG;MF;Fulham;24;2000;22.7;6;37;11;29.7;1.63;0.48;0.16;0.55;16;0;0;0;4.5;4.5;0.12;1.5;1.5;73;3.22;57;0;3;8;2;3;12;0.53;10;0;1;0;0;1
480;Dominic Solanke;eng ENG;FW;Tottenham;26;1997;24.5;9;59;24;40.7;2.41;0.98;0.14;0.33;12.4;0;1;1;10.9;10.1;0.17;-1.9;-2.1;37;1.51;25;0;0;9;2;1;8;0.33;6;0;0;1;1;0
481;Carlos Soler;es ESP;MF,FW;West Ham;27;1997;15.7;1;25;8;32;1.6;0.51;0.04;0.13;19;1;0;0;1.8;1.8;0.07;-0.8;-0.8;51;3.26;31;9;2;5;3;1;2;0.13;2;0;0;0;0;0
482;Julio Soler;ar ARG;DF,FW;Bournemouth;19;2005;0.1;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
483;Ramón Sosa;py PAR;FW,MF;Nott'ham Forest;24;1999;3.3;1;11;5;45.5;3.36;1.53;0.09;0.2;18.6;0;0;0;1;1;0.09;0;0;14;4.23;11;0;2;1;0;0;0;0;0;0;0;0;0;0
484;Tomáš Souèek;cz CZE;MF;West Ham;29;1995;28.5;9;55;17;30.9;1.93;0.6;0.16;0.53;11.9;0;0;0;6.7;6.7;0.13;2.3;2.3;44;1.54;35;0;0;6;2;1;3;0.11;2;0;0;0;1;0
485;Boubakary Soumaré;fr FRA;MF;Leicester City;25;1999;24.1;0;7;0;0;0.29;0;0;;23.4;0;0;0;0.3;0.3;0.04;-0.3;-0.3;35;1.45;27;0;5;1;2;0;3;0.12;3;0;0;0;0;0
486;Djed Spence;eng ENG;DF;Tottenham;23;2000;19.9;1;10;3;30;0.5;0.15;0.1;0.33;23.9;0;0;0;0.6;0.6;0.06;0.4;0.4;29;1.46;23;1;4;1;0;0;5;0.25;3;1;1;0;0;0
487;Jay Stansfield;eng ENG;MF;Fulham;21;2002;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
488;Jason Steele;eng ENG;GK;Brighton;33;1990;2;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
489;Jack Stephens;eng ENG;DF;Southampton;30;1994;15.4;1;4;2;50;0.26;0.13;0.25;0.5;11;0;0;0;0.6;0.6;0.14;0.4;0.4;13;0.84;13;0;0;0;0;0;0;0;0;0;0;0;0;0
490;Raheem Sterling;eng ENG;FW,MF;Arsenal;29;1994;5.5;0;11;0;0;1.98;0;0;;15.1;2;0;0;1.4;1.4;0.13;-1.4;-1.4;19;3.43;14;0;3;2;0;0;3;0.54;3;0;0;0;0;0
491;Ross Stewart;sct SCO;FW;Southampton;28;1996;4.3;1;9;2;22.2;2.08;0.46;0.11;0.5;10.8;0;0;0;1.1;1.1;0.12;-0.1;-0.1;5;1.16;1;0;1;2;1;0;0;0;0;0;0;0;0;0
492;Jakub Stolarczyk;pl POL;GK;Leicester City;23;2000;10;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
493;John Stones;eng ENG;DF,MF;Manchester City;30;1994;6.1;2;2;2;100;0.33;0.33;1;1;5.1;0;0;0;0.4;0.4;0.22;1.6;1.6;8;1.31;8;0;0;0;0;0;2;0.33;2;0;0;0;0;0
494;J?rgen Strand Larsen;no NOR;FW;Wolves;24;2000;28.7;14;54;33;61.1;1.88;1.15;0.26;0.42;11.3;0;0;0;10.3;10.3;0.19;3.7;3.7;42;1.46;33;1;1;3;2;2;6;0.21;6;0;0;0;0;0
495;Yukinari Sugawara;jp JPN;DF,MF;Southampton;24;2000;17.3;1;14;5;35.7;0.81;0.29;0.07;0.2;20.2;1;0;0;0.5;0.5;0.03;0.5;0.5;39;2.25;30;5;1;3;0;0;1;0.06;1;0;0;0;0;0
496;Kamaldeen Sulemana;gh GHA;FW,MF;Southampton;22;2002;15.6;1;29;8;27.6;1.86;0.51;0.03;0.13;18.6;0;0;0;1.5;1.5;0.05;-0.5;-0.5;30;1.93;15;1;10;3;1;0;3;0.19;1;0;1;1;0;0
497;Crysencio Summerville;nl NED;FW,MF;West Ham;22;2001;8.7;1;14;4;28.6;1.6;0.46;0.07;0.25;13.4;0;0;0;1.6;1.6;0.12;-0.6;-0.6;35;4.01;21;3;5;0;5;1;1;0.11;1;0;0;0;0;0
498;Sammie Szmodics;ie IRL;FW,MF;Ipswich Town;28;1995;11;4;21;12;57.1;1.91;1.09;0.19;0.33;14;0;0;0;3.4;3.4;0.16;0.6;0.6;10;0.91;8;0;1;1;0;0;0;0;0;0;0;0;0;0
499;Dominik Szoboszlai;hu HUN;MF;Liverpool;23;2000;27.7;6;67;22;32.8;2.42;0.79;0.09;0.27;18.9;4;0;0;7.3;7.3;0.11;-1.3;-1.3;119;4.3;90;7;5;13;3;1;16;0.58;12;1;0;3;0;0
500;Matt Targett;eng ENG;DF;Newcastle Utd;28;1995;0.2;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
501;James Tarkowski;eng ENG;DF;Everton;31;1992;32.5;1;15;4;26.7;0.46;0.12;0.07;0.25;8.4;0;0;0;1.3;1.3;0.09;-0.3;-0.3;38;1.17;32;2;0;4;0;0;4;0.12;4;0;0;0;0;0
502;Marcus Tavernier;eng ENG;FW,MF;Bournemouth;25;1999;21.5;3;57;17;29.8;2.65;0.79;0.05;0.18;21.1;4;0;0;5.5;5.5;0.1;-2.5;-2.5;98;4.55;68;12;3;10;5;0;11;0.51;5;3;0;2;1;0
503;Charlie Taylor;eng ENG;DF;Southampton;30;1993;4;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;0.51;2;0;0;0;0;0;1;0.25;1;0;0;0;0;0
504;Jack Taylor;ie IRL;MF;Ipswich Town;26;1998;9.6;1;19;4;21.1;1.99;0.42;0.05;0.25;23.9;0;0;0;0.7;0.7;0.04;0.3;0.3;22;2.3;15;1;2;2;0;2;2;0.21;2;0;0;0;0;0
505;Mathys Tel;fr FRA;FW;Tottenham;19;2005;10.1;2;22;8;36.4;2.17;0.79;0.05;0.13;16;1;1;1;3;2.2;0.1;-1;-1.2;28;2.77;18;1;3;2;4;0;2;0.2;1;0;0;0;1;0
506;Kenny Tete;nl NED;DF;Fulham;28;1995;19.7;0;24;2;8.3;1.22;0.1;0;0;15.5;0;0;0;1.4;1.4;0.06;-1.4;-1.4;36;1.83;28;0;2;3;2;1;4;0.2;4;0;0;0;0;0
507;Thiago;br BRA;FW,MF;Brentford;23;2001;1.9;0;2;0;0;1.03;0;0;;14.8;0;0;0;0.1;0.1;0.06;-0.1;-0.1;3;1.55;2;0;0;0;0;1;0;0;0;0;0;0;0;0
508;Luke Thomas;eng ENG;DF;Leicester City;23;2001;12.3;0;5;0;0;0.41;0;0;;16.8;0;0;0;0.4;0.4;0.07;-0.4;-0.4;16;1.3;12;3;0;0;0;1;1;0.08;1;0;0;0;0;0
509;Youri Tielemans;be BEL;MF;Aston Villa;27;1997;33.6;3;40;12;30;1.19;0.36;0.08;0.25;20.1;0;0;1;3.3;2.5;0.06;-0.3;0.5;122;3.63;79;31;3;6;2;1;12;0.36;9;3;0;0;0;0
510;Kieran Tierney;sct SCO;DF,FW;Arsenal;27;1997;2.9;1;2;1;50;0.69;0.35;0.5;1;4.1;0;0;0;0.4;0.4;0.18;0.6;0.6;10;3.47;9;1;0;0;0;0;0;0;0;0;0;0;0;0
511;Jurriën Timber;nl NED;DF;Arsenal;23;2001;26.9;1;14;4;28.6;0.52;0.15;0.07;0.25;14.1;0;0;0;1.2;1.2;0.09;-0.2;-0.2;52;1.94;46;1;3;0;1;1;9;0.34;8;0;1;0;0;0
512;Jean-Clair Todibo;fr FRA;DF;West Ham;24;1999;20.3;0;5;0;0;0.25;0;0;;12.8;0;0;0;0.4;0.4;0.07;-0.4;-0.4;5;0.25;4;0;0;0;0;1;0;0;0;0;0;0;0;0
513;Harry Toffolo;eng ENG;DF;Nott'ham Forest;28;1995;1.5;0;1;0;0;0.66;0;0;;28.5;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
514;Takehiro Tomiyasu;jp JPN;DF;Arsenal;25;1998;0.1;0;1;0;0;12.86;0;0;;1.2;0;0;0;0.2;0.2;0.18;-0.2;-0.2;1;12.86;1;0;0;0;0;0;0;0;0;0;0;0;0;0
515;Sandro Tonali;it ITA;MF;Newcastle Utd;24;2000;29.2;4;35;12;34.3;1.2;0.41;0.11;0.33;19.6;3;0;0;4.4;4.4;0.13;-0.4;-0.4;78;2.67;50;10;3;6;6;3;9;0.31;8;1;0;0;0;0
516;Pau Torres;es ESP;DF;Aston Villa;27;1997;22.4;0;8;2;25;0.36;0.09;0;0;11.7;0;0;0;0.5;0.5;0.06;-0.5;-0.5;14;0.62;11;0;0;3;0;0;2;0.09;1;0;0;1;0;0
517;Conor Townsend;eng ENG;DF;Ipswich Town;31;1993;3.7;0;1;0;0;0.27;0;0;;16.7;0;0;0;0;0;0.03;0;0;5;1.34;4;1;0;0;0;0;1;0.27;1;0;0;0;0;0
518;Adama Traoré;es ESP;FW,MF;Fulham;28;1996;19.7;2;39;12;30.8;1.98;0.61;0.05;0.17;14.2;0;0;0;4;4;0.1;-2;-2;82;4.16;66;0;9;4;1;2;10;0.51;9;0;1;0;0;0
519;Boubacar Traoré;ml MLI;MF;Wolves;22;2001;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
520;Mark Travers;ie IRL;GK;Bournemouth;25;1999;5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;Ryan Trevitt;eng ENG;MF;Brentford;21;2003;0;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
522;Kieran Trippier;eng ENG;DF;Newcastle Utd;33;1990;14.5;0;4;0;0;0.28;0;0;;23.6;2;0;0;0.1;0.1;0.03;-0.1;-0.1;54;3.71;32;20;0;2;0;0;6;0.41;4;2;0;0;0;0
523;Leandro Trossard;be BEL;FW;Arsenal;29;1994;28.3;8;72;21;29.2;2.55;0.74;0.11;0.38;15.9;0;0;0;7.2;7.2;0.1;0.8;0.8;93;3.29;72;2;7;6;4;2;8;0.28;8;0;0;0;0;0
524;Kostas Tsimikas;gr GRE;DF;Liverpool;28;1996;9.3;0;4;2;50;0.43;0.22;0;0;16.1;0;0;0;0.4;0.4;0.1;-0.4;-0.4;31;3.33;21;9;0;0;1;0;2;0.21;1;1;0;0;0;0
525;Axel Tuanzebe;cd COD;DF;Ipswich Town;26;1997;19;0;4;0;0;0.21;0;0;;15.7;0;0;0;0.2;0.2;0.05;-0.2;-0.2;19;1;17;1;0;0;1;0;2;0.11;2;0;0;0;0;0
526;Destiny Udogie;it ITA;DF;Tottenham;21;2002;21.4;0;5;1;20;0.23;0.05;0;0;15.1;0;0;0;0.3;0.3;0.06;-0.3;-0.3;36;1.68;31;0;0;1;1;3;3;0.14;2;0;0;0;0;1
527;Manuel Ugarte;uy URU;MF;Manchester Utd;23;2001;19.8;1;19;4;21.1;0.96;0.2;0.05;0.25;21.7;0;0;0;1;1;0.05;0;0;31;1.56;24;0;0;2;2;3;4;0.2;3;0;0;1;0;0
528;Lesley Ugochukwu;fr FRA;MF;Southampton;20;2004;18.4;1;10;1;10;0.54;0.05;0.1;1;17;0;0;0;0.9;0.9;0.09;0.1;0.1;24;1.3;20;0;1;1;2;0;1;0.05;0;0;0;1;0;0
529;Enes Ünal;tr TUR;FW,MF;Bournemouth;27;1997;3.8;2;20;7;35;5.22;1.83;0.1;0.29;14.6;3;0;0;2.7;2.7;0.14;-0.7;-0.7;9;2.35;6;0;0;2;1;0;3;0.78;2;0;0;0;1;0
530;Hákon Valdimarsson;is ISL;GK;Brentford;22;2001;1.6;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;1.24;2;0;0;0;0;0;0;0;0;0;0;0;0;0
531;Virgil van Dijk;nl NED;DF;Liverpool;33;1991;37;3;27;8;29.6;0.73;0.22;0.11;0.38;13.1;1;0;0;2.2;2.2;0.08;0.8;0.8;48;1.3;41;0;1;3;1;2;4;0.11;4;0;0;0;0;0
532;Jamie Vardy;eng ENG;FW;Leicester City;37;1987;31.4;9;56;23;41.1;1.79;0.73;0.14;0.35;12.1;1;1;2;11.2;9.6;0.17;-2.2;-1.6;47;1.5;33;0;6;2;6;0;10;0.32;5;0;2;1;2;0
533;Renato Veiga;pt POR;DF,MF;Chelsea;21;2003;2;0;3;1;33.3;1.49;0.5;0;0;17.1;0;0;0;0.1;0.1;0.05;-0.1;-0.1;1;0.49;0;0;0;1;0;0;0;0;0;0;0;0;0;0
534;Joël Veltman;nl NED;DF;Brighton;32;1992;18.9;0;6;1;16.7;0.32;0.05;0;0;19.7;0;0;0;0.5;0.5;0.08;-0.5;-0.5;23;1.22;16;2;2;1;2;0;2;0.11;1;1;0;0;0;0
535;Micky van de Ven;nl NED;DF;Tottenham;23;2001;11.3;0;6;2;33.3;0.53;0.18;0;0;11.1;0;0;0;0.6;0.6;0.09;-0.6;-0.6;11;0.98;8;0;0;2;1;0;2;0.18;2;0;0;0;0;0
536;Bart Verbruggen;nl NED;GK;Brighton;21;2002;36;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;5;0.14;5;0;0;0;0;0;1;0.03;1;0;0;0;0;0
537;Jannik Vestergaard;dk DEN;DF;Leicester City;31;1992;15.5;0;3;2;66.7;0.19;0.13;0;0;9.7;0;0;0;0.1;0.1;0.03;-0.1;-0.1;7;0.45;6;0;0;0;0;1;0;0;0;0;0;0;0;0
538;Guglielmo Vicario;it ITA;GK;Tottenham;27;1996;24;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;4;0.17;4;0;0;0;0;0;0;0;0;0;0;0;0;0
539;Carlos Vinícius;br BRA;MF,FW;Fulham;29;1995;0.2;0;1;1;100;5.63;5.63;0;0;17.4;0;0;0;0;0;0.04;0;0;2;11.25;0;0;1;0;1;0;0;0;0;0;0;0;0;0
540;Kyle Walker;eng ENG;DF;Manchester City;34;1990;10.8;0;5;2;40;0.46;0.19;0;0;27.7;0;0;0;0.1;0.1;0.03;-0.1;-0.1;17;1.58;17;0;0;0;0;0;0;0;0;0;0;0;0;0
541;Kyle Walker-Peters;eng ENG;DF;Southampton;27;1997;32.4;0;20;6;30;0.62;0.19;0;0;18.3;0;0;0;0.8;0.8;0.04;-0.8;-0.8;63;1.94;40;3;10;5;3;2;7;0.22;5;0;1;1;0;0
542;Christian Walton;eng ENG;GK;Ipswich Town;28;1995;7;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;2;0.29;1;1;0;0;0;0;0;0;0;0;0;0;0;0
543;Aaron Wan-Bissaka;cd COD;DF;West Ham;26;1997;35;2;16;5;31.3;0.46;0.14;0.13;0.4;15.1;0;0;0;1.2;1.2;0.07;0.8;0.8;93;2.65;75;4;7;3;2;2;10;0.29;9;0;0;1;0;0
544;Danny Ward;wls WAL;GK;Leicester City;31;1993;1.5;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
545;Joel Ward;eng ENG;DF;Crystal Palace;34;1989;0.8;0;0;0;;0;0;;;;0;0;0;0;0;;0;0;1;1.27;1;0;0;0;0;0;0;0;0;0;0;0;0;0
546;James Ward-Prowse;eng ENG;MF;West Ham;29;1994;11.5;1;13;5;38.5;1.13;0.43;0.08;0.2;19.9;3;0;0;1.6;1.6;0.13;-0.6;-0.6;34;2.95;19;11;0;3;0;1;1;0.09;0;1;0;0;0;0
547;James Ward-Prowse;eng ENG;MF;Nott'ham Forest;29;1994;4.4;0;2;1;50;0.45;0.23;0;0;29;1;0;0;0.1;0.1;0.03;-0.1;-0.1;10;2.25;6;4;0;0;0;0;2;0.45;1;1;0;0;0;0
548;Ollie Watkins;eng ENG;FW;Aston Villa;28;1995;28.9;16;82;36;43.9;2.84;1.25;0.17;0.39;12.1;0;2;2;15.3;13.8;0.17;0.7;0.2;53;1.84;36;0;4;7;6;0;12;0.42;8;0;1;1;2;0
549;Adam Webster;eng ENG;DF;Brighton;29;1995;9.9;0;5;1;20;0.51;0.1;0;0;10.8;0;0;0;0.2;0.2;0.05;-0.2;-0.2;14;1.42;10;2;0;2;0;0;4;0.41;2;1;0;1;0;0
550;Danny Welbeck;eng ENG;FW;Brighton;33;1990;23.5;10;59;23;39;2.51;0.98;0.15;0.39;15.3;9;1;1;9.6;8.8;0.15;0.4;0.2;53;2.26;39;1;3;4;6;0;8;0.34;7;0;0;1;0;0
551;Welington;br BRA;DF;Southampton;23;2001;5.4;0;3;0;0;0.56;0;0;;31.3;0;0;0;0;0;0.01;0;0;7;1.31;6;1;0;0;0;0;1;0.19;1;0;0;0;0;0
552;Timo Werner;de GER;FW,MF;Tottenham;28;1996;5.7;0;8;3;37.5;1.4;0.52;0;0;18.2;0;0;0;1;1;0.12;-1;-1;18;3.13;14;0;2;1;1;0;3;0.52;3;0;0;0;0;0
553;Adam Wharton;eng ENG;MF;Crystal Palace;20;2004;14.6;0;13;5;38.5;0.89;0.34;0;0;25.4;0;0;0;0.4;0.4;0.03;-0.4;-0.4;59;4.03;45;11;0;2;0;1;6;0.41;4;2;0;0;0;0
554;Ben White;eng ENG;DF;Arsenal;26;1997;13.3;0;9;2;22.2;0.68;0.15;0;0;19.4;0;0;0;0.5;0.5;0.05;-0.5;-0.5;23;1.73;22;1;0;0;0;0;2;0.15;2;0;0;0;0;0
555;Mats Wieffer;nl NED;DF,MF;Brighton;24;1999;11.3;1;9;4;44.4;0.8;0.35;0.11;0.25;13.2;0;0;0;0.8;0.8;0.08;0.2;0.2;32;2.83;28;0;0;2;2;0;6;0.53;5;0;0;0;1;0
